row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn,,,,
- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),- Chi nhánh Xăng dầu Bắc Ninh (Petrolimex Bắc Ninh),40.312.047.586,40.312.047.586,40.860.185.951,40.860.185.951,40312047586.0,40312047586.0,40860185951.0,40860185951.0
- Công ty TNHH Thiết bị Hệ thống L.P.G,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thiết bị Hệ thống L.P.G,- Công ty TNHH Thiết bị Hệ thống L.P.G,25.284.481.202,25.284.481.202,-,-,25284481202.0,25284481202.0,,
- Công ty Cổ phần Dương Đông - Sài Gòn,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dương Đông - Sài Gòn,- Công ty Cổ phần Dương Đông - Sài Gòn,-,-,28.917.137.796,28.917.137.796,,,28917137796.0,28917137796.0
- Công ty TNHH Khoáng sản Hòa Phát Phú Thọ,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Khoáng sản Hòa Phát Phú Thọ,- Công ty TNHH Khoáng sản Hòa Phát Phú Thọ,7.725.175.404,7.725.175.404,15.198.614.497,15.198.614.497,7725175404.0,7725175404.0,15198614497.0,15198614497.0
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,18.999.766.106,18.999.766.106,16.590.286.442,16.590.286.442,18999766106.0,18999766106.0,16590286442.0,16590286442.0
- Công ty TNHH MTV Cát Cam Ranh FICO,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Cát Cam Ranh FICO,- Công ty TNHH MTV Cát Cam Ranh FICO,3.366.499.136,3.366.499.136,7.765.375.420,7.765.375.420,3366499136.0,3366499136.0,7765375420.0,7765375420.0
- Colorobbia Espana S.A.,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Colorobbia Espana S.A.,- Colorobbia Espana S.A.,8.537.921.581,8.537.921.581,979.743.653,979.743.653,8537921581.0,8537921581.0,979743653.0,979743653.0
- Công ty TNHH Hoàn Cường,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Hoàn Cường,- Công ty TNHH Hoàn Cường,6.994.116.947,6.994.116.947,7.908.638.527,7.908.638.527,6994116947.0,6994116947.0,7908638527.0,7908638527.0
