row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ
- Công ty TNHH Xây dựng Tiên Du,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Xây dựng Tiên Du,- Công ty TNHH Xây dựng Tiên Du,37.553.211.358,37.553.211.358,9.092.321.134,9.092.321.134,37553211358.0,37553211358.0,9092321134.0,9092321134.0
- Công ty TNHH MTV Thương mại Ngọc Minh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH MTV Thương mại Ngọc Minh,- Công ty TNHH MTV Thương mại Ngọc Minh,7.744.597.796,7.744.597.796,8.014.445.938,8.014.445.938,7744597796.0,7744597796.0,8014445938.0,8014445938.0
- Công ty TNHH Thương mại Dịch vụ Thanh Bình,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Thương mại Dịch vụ Thanh Bình,- Công ty TNHH Thương mại Dịch vụ Thanh Bình,9.013.676.030,9.013.676.030,8.652.748.685,8.652.748.685,9013676030.0,9013676030.0,8652748685.0,8652748685.0
- Công ty TNHH Một thành viên Quốc tế Hoàng Anh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Một thành viên Quốc tế Hoàng Anh,- Công ty TNHH Một thành viên Quốc tế Hoàng Anh,10.700.235.071,10.700.235.071,8.714.795.890,8.714.795.890,10700235071.0,10700235071.0,8714795890.0,8714795890.0
- Công ty TNHH Long Đại Thắng,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Long Đại Thắng,- Công ty TNHH Long Đại Thắng,18.514.037.905,18.514.037.905,12.956.300.092,12.956.300.092,18514037905.0,18514037905.0,12956300092.0,12956300092.0
- Công ty Cổ phần Thiết bị Quốc tế TPT,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Thiết bị Quốc tế TPT,- Công ty Cổ phần Thiết bị Quốc tế TPT,10.050.820.688,10.050.820.688,905.691.485,905.691.485,10050820688.0,10050820688.0,905691485.0,905691485.0
Công ty TNHH Thương mại Dịch vụ Đông Bắc Group,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > Công ty TNHH Thương mại Dịch vụ Đông Bắc Group,Công ty TNHH Thương mại Dịch vụ Đông Bắc Group,12.126.422.000,12.126.422.000,-,-,12126422000.0,12126422000.0,,
- Công ty Cổ phần Khai thác Vận tải Tiến Xuyên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Khai thác Vận tải Tiến Xuyên,- Công ty Cổ phần Khai thác Vận tải Tiến Xuyên,3.005.708.568,3.005.708.568,7.673.368.788,7.673.368.788,3005708568.0,3005708568.0,7673368788.0,7673368788.0
- Công ty Cổ phần Đầu tư Xây dựng Sơn Giang,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư Xây dựng Sơn Giang,- Công ty Cổ phần Đầu tư Xây dựng Sơn Giang,8.348.533.600,8.348.533.600,-,-,8348533600.0,8348533600.0,,
- Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,- Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,8.128.946.255,8.128.946.255,7.508.680.299,7.508.680.299,8128946255.0,8128946255.0,7508680299.0,7508680299.0
- Công ty Cổ phần Dầu khí Delta Việt Nam,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dầu khí Delta Việt Nam,- Công ty Cổ phần Dầu khí Delta Việt Nam,6.373.419.960,6.373.419.960,6.809.998.539,6.809.998.539,6373419960.0,6373419960.0,6809998539.0,6809998539.0
- Công ty TNHH Siamp,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Siamp,- Công ty TNHH Siamp,8.944.950.099,8.944.950.099,8.892.561.829,8.892.561.829,8944950099.0,8944950099.0,8892561829.0,8892561829.0
- Công ty Cổ phần Sản xuất nhựa Hùng Anh,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Sản xuất nhựa Hùng Anh,- Công ty Cổ phần Sản xuất nhựa Hùng Anh,3.723.663.918,3.723.663.918,8.409.312.418,8.409.312.418,3723663918.0,3723663918.0,8409312418.0,8409312418.0
- Công ty TNHH Bình Yên,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty TNHH Bình Yên,- Công ty TNHH Bình Yên,5.834.568.280,5.834.568.280,11.773.850.680,11.773.850.680,5834568280.0,5834568280.0,11773850680.0,11773850680.0
- Hợp tác xã Dịch vụ Vận tải Tín Thành,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Hợp tác xã Dịch vụ Vận tải Tín Thành,- Hợp tác xã Dịch vụ Vận tải Tín Thành,8.098.003.350,8.098.003.350,7.634.211.150,7.634.211.150,8098003350.0,8098003350.0,7634211150.0,7634211150.0
- Công ty Cổ phần VIEPAC,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần VIEPAC,- Công ty Cổ phần VIEPAC,7.496.214.539,7.496.214.539,5.080.445.018,5.080.445.018,7496214539.0,7496214539.0,5080445018.0,5080445018.0
- Phải trả cho các đối tượng khác,a) Phải trả người bán chi tiết theo nhà cung cấp có số dư lớn > - Phải trả cho các đối tượng khác,- Phải trả cho các đối tượng khác,913.488.989.584,913.488.989.584,862.450.324.119,862.450.324.119,913488989584.0,913488989584.0,862450324119.0,862450324119.0
,,,1.190.366.006.963,1.190.366.006.963,1.092.789.038.350,1.092.789.038.350,1190366006963.0,1190366006963.0,1092789038350.0,1092789038350.0
