row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 > VND,01/01/2019(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019(Đã điều chỉnh) > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,12.327.151.833.847,10.507.851.472.460,,,12327151833847.0,10507851472460.0
210,210,210,I. Các khoản phải thu dài hạn,,245.391.017.695,186.125.648.306,,,245391017695.0,186125648306.0
216,216,216,1. Phải thu dài hạn khác,8,245.391.017.695,186.125.648.306,,8.0,245391017695.0,186125648306.0
220,220,220,II . Tài sản cố định,,4.031.106.001.591,3.974.573.316.191,,,4031106001591.0,3974573316191.0
221,221,221,1. Tài sản cố định hữu hình,12,3.694.666.733.160,3.680.879.204.234,,12.0,3694666733160.0,3680879204234.0
222,222,222,- Nguyên giá,,8.617.029.668.512,8.213.173.375.978,,,8617029668512.0,8213173375978.0
223,223,223,- Giá trị hao mòn luỹ kế,,(4.922.362.935.352),(4.532.294.171.744),,,-4922362935352.0,-4532294171744.0
224,224,224,2. Tài sản cố định thuê tài chính,13,167.072.121.072,127.275.130.188,,13.0,167072121072.0,127275130188.0
225,225,225,- Nguyên giá,,220.069.056.221,167.887.372.122,,,220069056221.0,167887372122.0
226,226,226,- Giá trị hao mòn luỹ kế,,(52.996.935.149),(40.612.241.934),,,-52996935149.0,-40612241934.0
227,227,227,3. Tài sản cố định vô hình,14,169.367.147.359,166.418.981.769,,14.0,169367147359.0,166418981769.0
228,228,228,- Nguyên giá,,211.818.690.872,201.587.427.802,,,211818690872.0,201587427802.0
229,229,229,- Giá trị hao mòn luỹ kế,,(42.451.543.513),(35.168.446.033),,,-42451543513.0,-35168446033.0
230,230,230,III. Bất động sản đầu tư,15,4.800.454.918.921,3.293.314.882.298,,15.0,4800454918921.0,3293314882298.0
231,231,231,- Nguyên giá,,5.515.118.378.965,3.889.644.755.912,,,5515118378965.0,3889644755912.0
232,232,232,- Giá trị hao mòn luỹ kế,,(714.663.460.044),(596.329.873.614),,,-714663460044.0,-596329873614.0
240,240,240,IV. Tài sản dở dang dài hạn,,2.067.138.043.741,1.913.587.640.576,,,2067138043741.0,1913587640576.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,2.067.138.043.741,1.913.587.640.576,,16.0,2067138043741.0,1913587640576.0
250,250,250,V. Đầu tư tài chính dài hạn,4,791.985.806.819,772.653.679.179,,4.0,791985806819.0,772653679179.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,783.765.514.678,764.143.387.038,,,783765514678.0,764143387038.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,9.332.682.344,9.332.682.344,,,9332682344.0,9332682344.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(1.214.690.203),(924.690.203),,,-1214690203.0,-924690203.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,102.300.000,102.300.000,,,102300000.0,102300000.0
260,260,260,VI. Tài sản dài hạn khác,,391.076.045.080,367.596.305.910,,,391076045080.0,367596305910.0
261,261,261,1. Chi phí trả trước dài hạn,11,387.076.045.080,363.327.012.881,,11.0,387076045080.0,363327012881.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,39,4.000.000.000,4.269.293.029,,39.0,4000000000.0,4269293029.0
270,270,270,TỔNG CỘNG TÀI SẢN,,19.887.754.159.501,16.533.191.747.045,,,19887754159501.0,16533191747045.0
