row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,01/01/2019,01/01/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__01/01/2019,numeric__01/01/2019_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,2.710.172.050.345,-,1.417.334.543.677,-,2710172050345.0,,1417334543677.0,
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.115.803.054.765,(174.595.734.224),1.114.658.620.360,(169.019.952.115),1115803054765.0,-174595734224.0,1114658620360.0,-169019952115.0
Các khoản cho vay,Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,92.847.090.993,(448.756.747),359.120.013.875,(448.756.747),92847090993.0,-448756747.0,359120013875.0,-448756747.0
,,,3.918.822.196.103,(175.044.490.971),2.891.113.177.912,(169.468.708.862),3918822196103.0,-175044490971.0,2891113177912.0,-169468708862.0
,,,,,Giá trị số kế toán,Giá trị số kế toán,,,,
,,,,,31/12/2019,01/01/2019,,,,
,,,,,VND,VND,,,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,,,2.164.328.085.541,2.109.461.720.998,,,2164328085541.0,2109461720998.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",,,1.581.344.730.825,1.610.339.577.911,,,1581344730825.0,1610339577911.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,,,3.126.399.297.193,1.776.501.608.550,,,3126399297193.0,1776501608550.0
,,,,,6.872.072.113.559,5.496.302.907.459,,,6872072113559.0,5496302907459.0
