row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2019 > VND,Năm 2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 > VND,numeric__Năm 2018 > VND
III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,"1. Tiền thu từ phát hành có phiếu, nhận vốn góp của chủ sở hữu",,25.399.535.600,34.444.852.210,,,25399535600.0,34444852210.0
33,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,2. Tiền thu từ đi vay,,5.282.270.017.057,5.166.364.033.773,,,5282270017057.0,5166364033773.0
34,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,3. Tiền trả nợ gốc vay,,(5.260.810.131.941),(5.198.254.657.429),,,-5260810131941.0,-5198254657429.0
35,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 35,35,4. Tiền trả nợ gốc thuê tài chính,,(45.911.231.754),(28.615.224.744),,,-45911231754.0,-28615224744.0
36,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(516.014.528.108),(474.643.768.612),,,-516014528108.0,-474643768612.0
40,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(515.066.339.146),(500.704.764.802),,,-515066339146.0,-500704764802.0
50,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,1.295.067.784.382,(749.851.551.141),,,1295067784382.0,-749851551141.0
60,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,,1.417.334.543.677,2.165.665.339.498,,,1417334543677.0,2165665339498.0
61,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(2.230.277.714),1.520.755.320,,,-2230277714.0,1520755320.0
70,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,2.710.172.050.345,1.417.334.543.677,,3.0,2710172050345.0,1417334543677.0
