row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm 2019 > VND,Năm 2018 > VND,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm 2019 > VND,numeric__Năm 2018 > VND
01,01,01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01 > 01,01,1. Lợi nhuận trước thuế,,970.140.201.188,846.848.384.784,,,970140201188.0,846848384784.0
01,01 > 01,01,2. Điều chỉnh cho các khoản,,698.717.759.990,561.932.399.577,,,698717759990.0,561932399577.0
02,01 > 02,02,- Khấu hao tài sản cố định và Bất động sản đầu tư,,527.688.376.377,493.438.985.575,,,527688376377.0,493438985575.0
03,01 > 03,03,- Các khoản dự phòng,,11.537.921.198,(18.089.624.615),,,11537921198.0,-18089624615.0
04,01 > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,2.507.587.109,(538.595.320),,,2507587109.0,-538595320.0
05,01 > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(82.350.598.446),(121.641.912.164),,,-82350598446.0,-121641912164.0
06,01 > 06,06,- Chi phí lãi vay,,169.334.473.752,172.629.764.861,,,169334473752.0,172629764861.0
07,01 > 07,07,- Các khoản điều chỉnh khác,,70.000.000.000,36.133.781.240,,,70000000000.0,36133781240.0
08,01 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.668.857.961.178,1.408.780.784.361,,,1668857961178.0,1408780784361.0
09,01 > 09,09,"- Tăng, giảm các khoản phải thu",,(172.703.972.816),185.043.746.678,,,-172703972816.0,185043746678.0
10,01 > 10,10,"- Tăng, giảm hàng tồn kho",,(373.310.615.265),37.198.758.616,,,-373310615265.0,37198758616.0
11,01 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,3.131.271.384.142,317.216.965.023,,,3131271384142.0,317216965023.0
12,01 > 12,12,"- Tăng, giảm chi phí trả trước",,(44.233.174.376),15.575.752.873,,,-44233174376.0,15575752873.0
14,01 > 14,14,- Tiền lãi vay đã trả,,(185.673.520.881),(190.875.973.809),,,-185673520881.0,-190875973809.0
15,01 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(195.509.852.039),(186.044.475.799),,,-195509852039.0,-186044475799.0
16,01 > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,804.505.000,14.062.805.084,,,804505000.0,14062805084.0
17,01 > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(35.249.930.520),(62.531.805.027),,,-35249930520.0,-62531805027.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,3.794.252.784.423,1.538.426.558.000,,,3794252784423.0,1538426558000.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",,(2.326.280.105.587),(1.757.628.531.045),,,-2326280105587.0,-1757628531045.0
22,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,3.188.522.089,6.246.515.999,,,3188522089.0,6246515999.0
23,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(90.000.000.000),(134.185.745.486),,,-90000000000.0,-134185745486.0
24,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"4. Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,360.868.918.128,23.235.140.765,,,360868918128.0,23235140765.0
25,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(18.554.510.462),(78.970.974.840),,,-18554510462.0,-78970974840.0
26,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,45.500.000.000,,,,45500000000.0
27,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,86.658.514.937,108.230.250.268,,,86658514937.0,108230250268.0
30,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.984.118.660.895),(1.787.573.344.339),,,-1984118660895.0,-1787573344339.0
