row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019 > VND,01/01/2019(Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019 > VND,numeric__01/01/2019(Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,7.560.602.325.654,6.025.340.274.585,,,7560602325654.0,6025340274585.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,2.710.172.050.345,1.417.334.543.677,,3.0,2710172050345.0,1417334543677.0
111,111,111,1. Tiền,,1.387.690.320.608,708.512.092.462,,,1387690320608.0,708512092462.0
112,112,112,2. Các khoản tương đương tiền,,1.322.481.729.737,708.822.451.215,,,1322481729737.0,708822451215.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,90.396.034.246,356.468.957.128,,4.0,90396034246.0,356468957128.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,90.396.034.246,356.468.957.128,,,90396034246.0,356468957128.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.147.539.612.774,1.102.252.452.605,,,1147539612774.0,1102252452605.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,885.362.180.096,913.198.916.451,,5.0,885362180096.0,913198916451.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,239.611.339.422,188.660.886.871,,6.0,239611339422.0,188660886871.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,2.348.756.747,2.548.756.747,,7.0,2348756747.0,2548756747.0
136,136,136,4. Phải thu ngắn hạn khác,8,208.482.063.472,185.291.765.493,,8.0,208482063472.0,185291765493.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(188.567.877.859),(187.864.058.438),,,-188567877859.0,-187864058438.0
139,139,139,6. Tài sản thiếu chờ xử lý,,303.150.896,416.185.481,,,303150896.0,416185481.0
140,140,140,IV. Hàng tồn kho,10,3.339.514.287.927,2.978.637.308.198,,10.0,3339514287927.0,2978637308198.0
141,141,141,1. Hàng tồn kho,,3.397.110.592.636,3.023.799.977.371,,,3397110592636.0,3023799977371.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(57.596.304.709),(45.162.669.173),,,-57596304709.0,-45162669173.0
150,150,150,V. Tài sản ngắn hạn khác,,272.980.340.362,170.647.012.977,,,272980340362.0,170647012977.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,39.624.962.697,25.879.296.957,,11.0,39624962697.0,25879296957.0
152,152,152,2. Thuế GTGT được khấu trừ,,184.255.572.135,140.951.186.470,,,184255572135.0,140951186470.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,49.099.805.530,3.816.529.550,,18.0,49099805530.0,3816529550.0
