row_label_raw,row_label_full,a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,31/12/2019 > Giá trịVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,31/12/2019 > Dự phòngVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,01/01/2019 > Giá trịVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,01/01/2019 > Dự phòngVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__31/12/2019 > Giá trịVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__31/12/2019 > Dự phòngVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__01/01/2019 > Giá trịVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn,numeric__01/01/2019 > Dự phòngVND > a) Phải thu của khách hàng chi tiết theo nội dung có số dư lớn
"- Khách hàng thuê,mua nhà","- Khách hàng thuê,mua nhà","- Khách hàng thuê,mua nhà",188.944.255.123,-,290.593.772.135,-,188944255123.0,,290593772135.0,
"- Khách hàng thuêhạ tầng KCN, nhàxưởng","- Khách hàng thuêhạ tầng KCN, nhàxưởng","- Khách hàng thuêhạ tầng KCN, nhàxưởng",168.435.604.121,(9.564.216.305),107.038.507.367,(9.180.827.381),168435604121.0,-9564216305.0,107038507367.0,-9180827381.0
- Các khoản phải thukhách hàng khác,- Các khoản phải thukhách hàng khác,- Các khoản phải thukhách hàng khác,527.982.320.852,(136.144.669.942),515.566.636.949,(135.047.137.361),527982320852.0,-136144669942.0,515566636949.0,-135047137361.0
,,,885.362.180.096,(145.708.886.247),913.198.916.451,(144.227.964.742),885362180096.0,-145708886247.0,913198916451.0,-144227964742.0
b) Phải thu của khách hàng là,b) Phải thu của khách hàng là,b) Phải thu của khách hàng là,b) Phải thu của khách hàng là,b) Phải thu của khách hàng là,b) Phải thu của khách hàng là,b) Phải thu của khách hàng là,,,,
bên liên quan,b) Phải thu của khách hàng là > bên liên quan,bên liên quan,11.319.061.555,-,11.016.044.091,-,11319061555.0,,11016044091.0,
