row_label_raw,row_label_full,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,numeric__31/12/2019 > Số có khả năng trả nợ,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,,,
40.312.047.586,VND > 40.312.047.586,40.312.047.586,40.312.047.586,40.860.185.951,40.860.185.951,40312047586.0,40860185951.0,40860185951.0
3.389.162.465,VND > 3.389.162.465,3.389.162.465,3.389.162.465,3.389.162.465,3.389.162.465,3389162465.0,3389162465.0,3389162465.0
4.155.688.025,VND > 4.155.688.025,4.155.688.025,4.155.688.025,4.155.688.025,4.155.688.025,4155688025.0,4155688025.0,4155688025.0
16.010.552.249,VND > 16.010.552.249,16.010.552.249,16.010.552.249,16.274.057.334,16.274.057.334,16010552249.0,16274057334.0,16274057334.0
1.954.107.000,VND > 1.954.107.000,1.954.107.000,1.954.107.000,1.954.107.000,1.954.107.000,1954107000.0,1954107000.0,1954107000.0
3.516.242.091,VND > 3.516.242.091,3.516.242.091,3.516.242.091,3.516.242.091,3.516.242.091,3516242091.0,3516242091.0,3516242091.0
1.374.551.130,VND > 1.374.551.130,1.374.551.130,1.374.551.130,1.374.551.130,1.374.551.130,1374551130.0,1374551130.0,1374551130.0
1.200.000.000,VND > 1.200.000.000,1.200.000.000,1.200.000.000,1.200.000.000,1.200.000.000,1200000000.0,1200000000.0,1200000000.0
1.056.000.000,VND > 1.056.000.000,1.056.000.000,1.056.000.000,1.086.469.931,1.086.469.931,1056000000.0,1086469931.0,1086469931.0
-,VND > -,-,-,373.581.939,373.581.939,,373581939.0,373581939.0
1.192.025.846,VND > 1.192.025.846,1.192.025.846,1.192.025.846,1.192.025.846,1.192.025.846,1192025846.0,1192025846.0,1192025846.0
989.438.020,VND > 989.438.020,989.438.020,989.438.020,989.438.020,989.438.020,989438020.0,989438020.0,989438020.0
246.840.280,VND > 246.840.280,246.840.280,246.840.280,246.840.280,246.840.280,246840280.0,246840280.0,246840280.0
5.759.933.090,VND > 5.759.933.090,5.759.933.090,5.759.933.090,5.759.933.090,5.759.933.090,5759933090.0,5759933090.0,5759933090.0
35.167.188.817,VND > 35.167.188.817,35.167.188.817,35.167.188.817,36.615.572.489,36.615.572.489,35167188817.0,36615572489.0,36615572489.0
116.323.776.599,VND > 116.323.776.599,116.323.776.599,116.323.776.599,118.987.855.591,118.987.855.591,116323776599.0,118987855591.0,118987855591.0
20.188.930.049,VND > 20.188.930.049,20.188.930.049,20.188.930.049,16.859.333.710,16.859.333.710,20188930049.0,16859333710.0,16859333710.0
