row_label_raw,row_label_full,col_0,Loại tiềnvay,Lãi suất năm,Mục đích vay,Hình thức đảm bảo,31/12/2019 > VND,01/01/2019 > VND,numeric__Loại tiềnvay,numeric__Lãi suất năm,numeric__Mục đích vay,numeric__Hình thức đảm bảo,numeric__31/12/2019 > VND,numeric__01/01/2019 > VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.181.468.518.476,1.174.445.891.251,,,,,1181468518476.0,1174445891251.0
- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,- Ngân hàng TMCP Công thương Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Tín chấp và thế chấp bằng tài sản,435.374.987.925,443.026.693.590,,,,,435374987925.0,443026693590.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Thế chấp bằng tài sản,288.291.486.078,310.310.138.458,,,,,288291486078.0,310310138458.0
- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,- Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Tín chấp và thế chấp bằng tài sản,220.365.139.081,224.830.350.565,,,,,220365139081.0,224830350565.0
- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,- Ngân hàng TMCP Ngoại thương Việt Nam,"VND, USD",Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Thế chấp bằng tài sản,147.741.292.204,114.386.550.343,,,,,147741292204.0,114386550343.0
- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,- Ngân hàng TMCP Sài Gòn - Hà Nội,VND,Theo từng khế ước,Bổ sung vốn lưu động,Thế chấp bằng tài sản,2.331.924.446,2.391.924.446,,,,,2331924446.0,2391924446.0
- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,- Ngân hàng TMCP Việt Nam Thịnh Vượng,VND,Thả nổi và theo từng khế ước nhận nợ,Bổ sung vốn lưu động,Thế chấp bằng tài sản,6.200.000.000,24.023.574.883,,,,,6200000000.0,24023574883.0
- Ngân hàng TMCP Phát triển Thành Phố Hồ Chí Minh,- Ngân hàng TMCP Phát triển Thành Phố Hồ Chí Minh,- Ngân hàng TMCP Phát triển Thành Phố Hồ Chí Minh,VND,Theo từng khế ước,Bổ sung vốn lưu động,Tín chấp,39.934.999.786,18.524.280.237,,,,,39934999786.0,18524280237.0
- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,- Ngân hàng TMCP Hàng Hải Việt Nam,VND,Theo từng khế ước,Bổ sung vốn lưu động,Thế chấp bằng tài sản,10.240.440.112,3.834.338.384,,,,,10240440112.0,3834338384.0
- Cá nhân,- Cá nhân,- Cá nhân,VND,Theo từng hợp đồng,Bổ sung vốn lưu động,Tín chấp,30.988.248.844,33.118.040.345,,,,,30988248844.0,33118040345.0
