row_label_raw,row_label_full,Tên công ty nhận đầu tư,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty Cổ phần Viglacera Hợp Thịnh,Công ty Cổ phần Viglacera Hợp Thịnh,Công ty Cổ phần Viglacera Hợp Thịnh,Vĩnh Phúc,"11,00%","11,00%",Sản xuất và kinh doanh gạch,,0.11,0.11,
Công ty Cổ phần Giấy Tây Đô,Công ty Cổ phần Giấy Tây Đô,Công ty Cổ phần Giấy Tây Đô,Hà Nội,"3,76%","7,37%",Sản xuất giấy và sản phẩm từ giấy,,0.037599999999999995,0.0737,
Công ty Cổ phần Cầu Xây,Công ty Cổ phần Cầu Xây,Công ty Cổ phần Cầu Xây,Hà Nội,"5,71%","5,71%",Sản xuất và kinh doanh gạch,,0.0571,0.0571,
Công ty Cổ phần Tư vấn Xây dựng Viglacera Land,Công ty Cổ phần Tư vấn Xây dựng Viglacera Land,Công ty Cổ phần Tư vấn Xây dựng Viglacera Land,Hà Nội,"10,00%","10,00%","Lập dự án, thiết kế các công trình",,0.1,0.1,
Công ty Cổ Phần Viglacera Delta,Công ty Cổ Phần Viglacera Delta,Công ty Cổ Phần Viglacera Delta,Bắc Ninh,"2,16%","2,50%","Sản xuất các loại cấu kiện kim loại, cửa an toàn, kết, cửa bọc sắt, các sản phẩm từ Plastic;Xây dựng công trình kỹ thuật",,0.0216,0.025,
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Hà Nội,"15,00%","15,00%",Tư vấn quản lý,,0.15,0.15,
