row_label_raw,row_label_full,8. PHẢI THU KHÁC,31/12/2019 > Giá trị,31/12/2019 > Dự phòng,01/01/2019 > Giá trị,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Dự phòng
8. PHẢI THU KHÁC,8. PHẢI THU KHÁC,8. PHẢI THU KHÁC,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,,,,,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",14.103.098.719,-,11.465.062.123,-,14103098719.0,,11465062123.0,
Phải thu về tiền tạm ứng,a) Ngắn hạn > Phải thu về tiền tạm ứng,Phải thu về tiền tạm ứng,66.598.861.621,-,53.163.291.169,(342.541.822),66598861621.0,,53163291169.0,-342541822.0
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,127.780.103.132,(28.886.847.977),120.663.412.201,(24.449.445.551),127780103132.0,-28886847977.0,120663412201.0,-24449445551.0
"- Phải thu về lãi tiền gửi, lãi cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, lãi cho vay","- Phải thu về lãi tiền gửi, lãi cho vay",5.056.412.695,-,9.454.924.808,-,5056412695.0,,9454924808.0,
- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,a) Ngắn hạn > - Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,- Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,7.308.540.143,-,5.294.785.613,-,7308540143.0,,5294785613.0,
- Thuế TNDN tạm nộp hoạt động Bất động sản,a) Ngắn hạn > - Thuế TNDN tạm nộp hoạt động Bất động sản,- Thuế TNDN tạm nộp hoạt động Bất động sản,16.780.242.636,-,1.158.948.814,-,16780242636.0,,1158948814.0,
- Phải thu nhân viên đã nghi việc,a) Ngắn hạn > - Phải thu nhân viên đã nghi việc,- Phải thu nhân viên đã nghi việc,3.565.615.355,(1.563.339.085),3.316.604.354,(1.563.339.085),3565615355.0,-1563339085.0,3316604354.0,-1563339085.0
- Phải thu về tiền lương chi vượt,a) Ngắn hạn > - Phải thu về tiền lương chi vượt,- Phải thu về tiền lương chi vượt,1.228.269.725,-,4.227.843.987,-,1228269725.0,,4227843987.0,
- Phải thu theo quyết toán khối lượng được nghiệm thu,a) Ngắn hạn > - Phải thu theo quyết toán khối lượng được nghiệm thu,- Phải thu theo quyết toán khối lượng được nghiệm thu,4.514.611.507,(1.185.240.210),6.238.623.420,-,4514611507.0,-1185240210.0,6238623420.0,
"- Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoành Bồ, tỉnh Quảng Ninh (8.1)","a) Ngắn hạn > - Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoành Bồ, tỉnh Quảng Ninh (8.1)","- Tiền sử dụng đất, bồi thường và chi phí khác Dự án Khu tái định cư và nhà ở CBCNV nhà máy gạch Tuynel tại huyện Hoành Bồ, tỉnh Quảng Ninh (8.1)",33.642.634.419,-,33.642.634.419,-,33642634419.0,,33642634419.0,
- Phải thu Công ty Cổ phần Hợp Thịnh Viglacera (8.2),a) Ngắn hạn > - Phải thu Công ty Cổ phần Hợp Thịnh Viglacera (8.2),- Phải thu Công ty Cổ phần Hợp Thịnh Viglacera (8.2),5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,a) Ngắn hạn > - Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,- Phải thu Công ty Cổ phần Đầu tư Cơ khí và Xây dựng Hà Nội,5.000.000.000,(5.000.000.000),5.000.000.000,(5.000.000.000),5000000000.0,-5000000000.0,5000000000.0,-5000000000.0
- Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,2.066.522.304,(2.006.710.000),2.066.522.304,-,2066522304.0,-2006710000.0,2066522304.0,
