row_label_raw,row_label_full,col_0,Từ 1 năm trở xuống,Trên 1 năm đến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 năm trở xuống,numeric__Trên 1 năm đến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,,,,
Vay và nợ,Tại ngày 31/12/2019 > Vay và nợ,Vay và nợ,1.530.588.391.959,633.739.693.582,-,2.164.328.085.541,1530588391959.0,633739693582.0,,2164328085541.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2019 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.537.530.885.851,43.813.844.974,-,1.581.344.730.825,1537530885851.0,43813844974.0,,1581344730825.0
Chi phí phải trả,Tại ngày 31/12/2019 > Chi phí phải trả,Chi phí phải trả,521.271.822.886,-,2.605.127.474.307,3.126.399.297.193,521271822886.0,,2605127474307.0,3126399297193.0
,,,3.589.391.100.696,677.553.538.556,2.605.127.474.307,6.872.072.113.559,3589391100696.0,677553538556.0,2605127474307.0,6872072113559.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,,,,
Vay và nợ,Tại ngày 01/01/2019 > Vay và nợ,Vay và nợ,1.434.161.624.425,668.480.583.314,6.819.513.259,2.109.461.720.998,1434161624425.0,668480583314.0,6819513259.0,2109461720998.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2019 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.565.628.821.065,44.710.756.846,-,1.610.339.577.911,1565628821065.0,44710756846.0,,1610339577911.0
Chi phí phải trả,Tại ngày 01/01/2019 > Chi phí phải trả,Chi phí phải trả,578.231.525.166,-,1.198.270.083.384,1.776.501.608.550,578231525166.0,,1198270083384.0,1776501608550.0
,,,3.578.021.970.656,713.191.340.160,1.205.089.596.643,5.496.302.907.459,3578021970656.0,713191340160.0,1205089596643.0,5496302907459.0
