row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2019,Năm 2018,numeric__Mối quan hệ,numeric__Năm 2019,numeric__Năm 2018
,,,Mối quan hệ,VND,VND,,,
"Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ",,67.212.585.025,389.746.304.727,,67212585025.0,389746304727.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty liên kết,40.942.811.200,45.316.144.200,,40942811200.0,45316144200.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,3.420.000,168.821.000,,3420000.0,168821000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,4.472.935.055,369.245.280,,4472935055.0,369245280.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,-,218.097.000,,,218097000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,10.492.195.702,9.025.460.469,,10492195702.0,9025460469.0
Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty TNHH Kính Nội Siêu trắng Phú Mỹ,Công ty liên kết,211.909.091,-,,211909091.0,
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,244.057.377,334.648.536.778,,244057377.0,334648536778.0
Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty liên kết,10.845.256.600,-,,10845256600.0,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,435.894.722.403,439.878.625.797,,435894722403.0,439878625797.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,1.509.222.955,751.429.848,,1509222955.0,751429848.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,13.823.148.772,150.000.000,,13823148772.0,150000000.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,235.254.900,448.720.350,,235254900.0,448720350.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,109.538.561.520,103.879.938.821,,109538561520.0,103879938821.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty liên kết,310.788.534.256,334.648.536.778,,310788534256.0,334648536778.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,14.359.513.935,37.308.905.874,,14359513935.0,37308905874.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty liên kết,11.622.013.935,32.476.905.874,,11622013935.0,32476905874.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,-,182.000.000,,,182000000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,350.000.000,-,,350000000.0,
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,187.500.000,250.000.000,,187500000.0,250000000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,2.200.000.000,4.400.000.000,,2200000000.0,4400000000.0
Góp vốn,Góp vốn,Góp vốn,,20.405.996.764,78.970.974.840,,20405996764.0,78970974840.0
Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty liên doanh,20.405.996.764,78.970.974.840,,20405996764.0,78970974840.0
