row_label_raw,row_label_full,col_0,Dự phòngcự thểTriệu đồng,Dự phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòngcự thểTriệu đồng,numeric__Dự phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Ngày 1 tháng 1 năm 2022,Ngày 1 tháng 1 năm 2022,Ngày 1 tháng 1 năm 2022,3.301.990,2.812.623,6.114.613,3301990.0,2812623.0,6114613.0
Số (hoàn nhập)/trích lập dự phòngtrong năm,Số (hoàn nhập)/trích lập dự phòngtrong năm,Số (hoàn nhập)/trích lập dự phòngtrong năm,(83.390),383.121,299.731,-83390.0,383121.0,299731.0
Số dự phòng đã sử dụng để xử lý rủi rotrong năm,Số dự phòng đã sử dụng để xử lý rủi rotrong năm,Số dự phòng đã sử dụng để xử lý rủi rotrong năm,(1.822.300),-,(1.822.300),-1822300.0,,-1822300.0
Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,1.396.300,3.195.744,4.592.044,1396300.0,3195744.0,4592044.0
