row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,2.524.615,895.646,2524615.0,895646.0
Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,1.616.922,176.227,1616922.0,176227.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,364.589,246.373,364589.0,246373.0
Phí trả chậm hợp đồng chuyển nhượng tài sản,Phí trả chậm hợp đồng chuyển nhượng tài sản,Phí trả chậm hợp đồng chuyển nhượng tài sản,184.089,131.058,184089.0,131058.0
Thu bán chứng khoán trả chậm,Thu bán chứng khoán trả chậm,Thu bán chứng khoán trả chậm,113.276,27.051,113276.0,27051.0
Thu tài trợ từ hoạt động thể,Thu tài trợ từ hoạt động thể,Thu tài trợ từ hoạt động thể,65.855,126.348,65855.0,126348.0
Thu phí hợp đồng tương lai,Thu phí hợp đồng tương lai,Thu phí hợp đồng tương lai,61.924,69.014,61924.0,69014.0
Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,Thu phí ủy thác quản lý kho,21.123,35.213,21123.0,35213.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,96.837,84.362,96837.0,84362.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(118.468),(405.384),-118468.0,-405384.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(29.825),(368.547),-29825.0,-368547.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(19.130),(20.192),-19130.0,-20192.0
Chi phí khác,Chi phí khác,Chi phí khác,(69.513),(16.645),-69513.0,-16645.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,2.406.147,490.262,2406147.0,490262.0
