row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,23,36.642.086,29.008.988,23.0,36642086.0,29008988.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,24,(20.025.879),(17.434.720),24.0,-20025879.0,-17434720.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,16.616.207,11.574.268,,16616207.0,11574268.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,7.996.176,5.992.124,,7996176.0,5992124.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(3.117.254),(2.052.311),,-3117254.0,-2052311.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,25,4.878.922,3.939.813,25.0,4878922.0,3939813.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,26,1.022.722,691.791,26.0,1022722.0,691791.0
(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,27,(19.983),163.664,27.0,-19983.0,163664.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,2.524.615,895.646,,2524615.0,895646.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(118.468),(405.384),,-118468.0,-405384.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,28,2.406.147,490.262,28.0,2406147.0,490262.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",29,256.820,38.910,29.0,256820.0,38910.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,25.160.835,16.898.708,,25160835.0,16898708.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(6.562.922),(5.734.797),,-6562922.0,-5734797.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,,(636.529),(599.756),,-636529.0,-599756.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(3.401.937),(2.792.942),,-3401937.0,-2792942.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,30,(10.601.388),(9.127.495),30.0,-10601388.0,-9127495.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,14.559.447,7.771.213,,14559447.0,7771213.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,11,(8.710.259),(3.392.653),11.0,-8710259.0,-3392653.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,5.849.188,4.378.560,,5849188.0,4378560.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,21.1,(1.053.220),(888.154),211.0,-1053220.0,-888154.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,21.2,(91.388),(44.623),212.0,-91388.0,-44623.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(1.144.608),(932.777),,-1144608.0,-932777.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,4.704.580,3.445.783,,4704580.0,3445783.0
