row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,212.889.254,"49,68",172.650.992,"45,55",212889254.0,49.68,172650992.0,45.55
"Bản buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bản buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bản buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",41.233.680,"9,62",38.329.124,"10,11",41233680.0,9.62,38329124.0,10.11
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",38.679.930,"9,03",38.982.821,"10,28",38679930.0,9.03,38982821.0,10.28
Xây dựng,Xây dựng,Xây dựng,27.252.351,"6,36",19.549.413,"5,16",27252351.0,6.36,19549413.0,5.16
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",18.484.270,"4,31",19.743.498,"5,21",18484270.0,4.31,19743498.0,5.21
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",6.273.166,"1,46",5.323.682,"1,40",6273166.0,1.46,5323682.0,1.4
"Giáo dục, đào tạo","Giáo dục, đào tạo","Giáo dục, đào tạo",5.770.994,"1,35",5.576.199,"1,47",5770994.0,1.35,5576199.0,1.47
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",5.701.238,"1,33",4.780.051,"1,26",5701238.0,1.33,4780051.0,1.26
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,4.514.061,"1,05",3.504.335,"0,92",4514061.0,1.05,3504335.0,0.92
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,4.469.277,"1,04",4.455.526,"1,18",4469277.0,1.04,4455526.0,1.18
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,3.460.712,"0,81",2.795.528,"0,74",3460712.0,0.81,2795528.0,0.74
Y tế và hoạt động cứu trợ xã hội,Y tế và hoạt động cứu trợ xã hội,Y tế và hoạt động cứu trợ xã hội,3.152.284,"0,74",3.750.387,"0,99",3152284.0,0.74,3750387.0,0.99
"Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bất buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bất buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bất buộc",1.121.513,"0,26",1.073.757,"0,28",1121513.0,0.26,1073757.0,0.28
Khai khoáng,Khai khoáng,Khai khoáng,890.643,"0,21",793.731,"0,21",890643.0,0.21,793731.0,0.21
Hoạt động chuyên môn khoa học và công nghệ,Hoạt động chuyên môn khoa học và công nghệ,Hoạt động chuyên môn khoa học và công nghệ,257.487,"0,06",240.030,"0,06",257487.0,0.06,240030.0,0.06
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,149.803,"0,03",145.479,"0,04",149803.0,0.03,145479.0,0.04
"Nghệ thuật vui chơi, giải trí","Nghệ thuật vui chơi, giải trí","Nghệ thuật vui chơi, giải trí",122.771,"0,03",158.785,"0,04",122771.0,0.03,158785.0,0.04
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",11.315,"0,00",8.585,"0,00",11315.0,0.0,8585.0,0.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sân xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",9.577,"0,00",45.121,"0,01",9577.0,0.0,45121.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,54.063.934,"12,63",57.145.514,"15,09",54063934.0,12.63,57145514.0,15.09
,,,428.508.260,"100,00",379.052.558,"100,00",428508260.0,100.0,379052558.0,100.0
