row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra Trong đó:,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra Trong đó:,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra Trong đó:,34,64.168.905,105.208.695,34.0,64168905.0,105208695.0
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,,34.062,23.670,,34062.0,23670.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,,48.005.012,87.020.333,,48005012.0,87020333.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,983.192,865.668,,983192.0,865668.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,1.099.574,1.212.732,,1099574.0,1212732.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,,45.922.246,84.941.933,,45922246.0,84941933.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,,4.768.784,7.355.235,,4768784.0,7355235.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,,11.361.047,10.809.132,,11361047.0,10809132.0
Cam kết khác,Cam kết khác,Cam kết khác,,-,325,,,325.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,35,29.173.110,24.145.775,35.0,29173110.0,24145775.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,36,4.570.811,2.945.289,36.0,4570811.0,2945289.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,37,70.191.839,51.131.718,37.0,70191839.0,51131718.0
