row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu nội bộ,Phải thu nội bộ,Phải thu nội bộ,2.129.202,2.369.185,2129202.0,2369185.0
Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,2.122.474,2.144.644,2122474.0,2144644.0
Tạm ứng mua tòa nhà FICO (i),Tạm ứng mua tòa nhà FICO (i),Tạm ứng mua tòa nhà FICO (i),-,216.693,,216693.0
Khác,Khác,Khác,6.728,7.848,6728.0,7848.0
Phải thu bên ngoài,Phải thu bên ngoài,Phải thu bên ngoài,29.761.020,21.832.808,29761020.0,21832808.0
Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,20.194.449,9.538.737,20194449.0,9538737.0
Phải thu thư tín dụng bởi hoàn,Phải thu thư tín dụng bởi hoàn,Phải thu thư tín dụng bởi hoàn,3.070.515,2.336.642,3070515.0,2336642.0
Tài sản nhận cần trừ nợ (ii),Tài sản nhận cần trừ nợ (ii),Tài sản nhận cần trừ nợ (ii),2.115.525,3.896.312,2115525.0,3896312.0
Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (iii),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (iii),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (iii),967.758,1.106.039,967758.0,1106039.0
Phải thu liên minh thể,Phải thu liên minh thể,Phải thu liên minh thể,799.584,640.383,799584.0,640383.0
Phải thu Công ty Cổ phần Vàng bạc đá quý,Phải thu Công ty Cổ phần Vàng bạc đá quý,Phải thu Công ty Cổ phần Vàng bạc đá quý,,,,
Phương Nam (iv),Phải thu Công ty Cổ phần Vàng bạc đá quý > Phương Nam (iv),Phương Nam (iv),503.639,503.639,503639.0,503639.0
Tạm ứng thuế,Phải thu Công ty Cổ phần Vàng bạc đá quý > Tạm ứng thuế,Tạm ứng thuế,345.860,226.000,345860.0,226000.0
Ký quỹ cho giao dịch tương lai hàng hóa,Phải thu Công ty Cổ phần Vàng bạc đá quý > Ký quỹ cho giao dịch tương lai hàng hóa,Ký quỹ cho giao dịch tương lai hàng hóa,321.756,112.026,321756.0,112026.0
Phải thu đặt cọc thuê văn phòng,Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,225.312,157.157,225312.0,157157.0
Phải thu từ bán một phần tòa nhà FICO (vi),Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu từ bán một phần tòa nhà FICO (vi),Phải thu từ bán một phần tòa nhà FICO (vi),158.204,158.204,158204.0,158204.0
Phải thu từ hoạt động dịch vụ đại lý bảo hiểm,Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu từ hoạt động dịch vụ đại lý bảo hiểm,Phải thu từ hoạt động dịch vụ đại lý bảo hiểm,150.000,100.000,150000.0,100000.0
Phải thu liên quan đến hoạt động chỉ trả kiểu hối,Phải thu Công ty Cổ phần Vàng bạc đá quý > Phải thu liên quan đến hoạt động chỉ trả kiểu hối,Phải thu liên quan đến hoạt động chỉ trả kiểu hối,75.584,73.152,75584.0,73152.0
Phải thu tiền bán trái phiếu chuyển đổi của CTCP,Phải thu tiền bán trái phiếu chuyển đổi của CTCP,Phải thu tiền bán trái phiếu chuyển đổi của CTCP,,,,
Chứng khoán Ngân hàng Sài Gòn Thương Tín,Phải thu tiền bán trái phiếu chuyển đổi của CTCP > Chứng khoán Ngân hàng Sài Gòn Thương Tín,Chứng khoán Ngân hàng Sài Gòn Thương Tín,41.000,41.000,41000.0,41000.0
Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu tiền bán trái phiếu chuyển đổi của CTCP > Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,27.744,27.535,27744.0,27535.0
"Ký quỹ, thế chấp và cầm cố","Phải thu tiền bán trái phiếu chuyển đổi của CTCP > Ký quỹ, thế chấp và cầm cố","Ký quỹ, thế chấp và cầm cố",18.607,52.639,18607.0,52639.0
Phải thu từ bán tài sản nhận cán trừ nợ (v),Phải thu tiền bán trái phiếu chuyển đổi của CTCP > Phải thu từ bán tài sản nhận cán trừ nợ (v),Phải thu từ bán tài sản nhận cán trừ nợ (v),-,2.125.800,,2125800.0
Khác (vii),Phải thu tiền bán trái phiếu chuyển đổi của CTCP > Khác (vii),Khác (vii),745.483,737.543,745483.0,737543.0
,,,31.890.222,24.201.993,31890222.0,24201993.0
