row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn,mua cổ phần",Năm nayTriệu đồng > 256.820,Năm trướcTriệu đồng > 1.591,numeric__Năm nayTriệu đồng > 256.820,numeric__Năm trướcTriệu đồng > 1.591
- Từ công ty con,- Từ công ty con,- Từ công ty con,244.815,-,244815.0,
"- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn",12.005,1.591,12005.0,1591.0
Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,-,37.319,,37319.0
,,,256.820,38.910,256820.0,38910.0
