row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,,,
Tiền gửi tại và cho vay các TCTD khác,Tài sản tại ngày 31 tháng 12 năm 2022 > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,26.013.539,2.715.580,28.729.119,26013539.0,2715580.0,28729119.0
Cho vay khách hàng - gộp,Tài sản tại ngày 31 tháng 12 năm 2022 > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,428.508.260,-,428.508.260,428508260.0,,428508260.0
Hoạt động mua nợ - gộp,Tài sản tại ngày 31 tháng 12 năm 2022 > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,124.710,-,124.710,124710.0,,124710.0
Chứng khoán đầu tư - gộp,Tài sản tại ngày 31 tháng 12 năm 2022 > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,83.317.170,-,83.317.170,83317170.0,,83317170.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản tại ngày 31 tháng 12 năm 2022 > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",1.162.014,2.681.812,3.843.826,1162014.0,2681812.0,3843826.0
Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,,,
Các khoản nợ Chính phủ và NHNN Việt Nam,Công nợ tại ngày 31 tháng 12 năm 2022 > Các khoản nợ Chính phủ và NHNN Việt Nam,Các khoản nợ Chính phủ và NHNN Việt Nam,9.901.209,-,9.901.209,9901209.0,,9901209.0
Tiền gửi và vay các TCTD khác,Công nợ tại ngày 31 tháng 12 năm 2022 > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,26.905.299,3.129.603,30.034.902,26905299.0,3129603.0,30034902.0
Tiền gửi của khách hàng,Công nợ tại ngày 31 tháng 12 năm 2022 > Tiền gửi của khách hàng,Tiền gửi của khách hàng,448.253.936,1.803.425,450.057.361,448253936.0,1803425.0,450057361.0
Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Công nợ tại ngày 31 tháng 12 năm 2022 > Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),27.973.777,-,27.973.777,27973777.0,,27973777.0
Phát hành giấy tờ có giá,Công nợ tại ngày 31 tháng 12 năm 2022 > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,25.820.307,-,25.820.307,25820307.0,,25820307.0
Cam kết ngoại bằng tại ngày 31 tháng 12 năm 2022 - gộp,Công nợ tại ngày 31 tháng 12 năm 2022 > Cam kết ngoại bằng tại ngày 31 tháng 12 năm 2022 - gộp,Cam kết ngoại bằng tại ngày 31 tháng 12 năm 2022 - gộp,64.131.327,313.628,64.444.955,64131327.0,313628.0,64444955.0
