row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,42.357.327,37.111.336,,42357327.0,37111336.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(18.399.308),(18.474.378),,-18399308.0,-18474378.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,4.828.922,3.987.813,,4828922.0,3987813.0
Chênh lệch số tiền thực thu từ hoạt động,Chênh lệch số tiền thực thu từ hoạt động,Chênh lệch số tiền thực thu từ hoạt động,,,,,,
"kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động > kinh doanh chứng khoán, vàng bạc, ngoại tệ","kinh doanh chứng khoán, vàng bạc, ngoại tệ",,904.824,917.632,,904824.0,917632.0
Thu nhập/(chi phí) khác,Chênh lệch số tiền thực thu từ hoạt động > Thu nhập/(chi phí) khác,Thu nhập/(chi phí) khác,,323.470,(58.686),,323470.0,-58686.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Chênh lệch số tiền thực thu từ hoạt động > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",28,364.589,246.373,28.0,364589.0,246373.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Chênh lệch số tiền thực thu từ hoạt động > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(10.129.371),(8.663.685),,-10129371.0,-8663685.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Chênh lệch số tiền thực thu từ hoạt động > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,21,(1.311.581),(1.325.144),21.0,-1311581.0,-1325144.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,18.938.872,13.741.261,,18938872.0,13741261.0
Những thay đổi về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(67.071.956),(47.763.756),,-67071956.0,-47763756.0
Tăng các khoản tiền gửi tại và cho vay các TCTD khác,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản tiền gửi tại và cho vay các TCTD khác,Tăng các khoản tiền gửi tại và cho vay các TCTD khác,,(672.000),(493.830),,-672000.0,-493830.0
(Tăng)/giảm các khoản về kinh doanh chứng khoán,Chênh lệch số tiền thực thu từ hoạt động > (Tăng)/giảm các khoản về kinh doanh chứng khoán,(Tăng)/giảm các khoản về kinh doanh chứng khoán,,(8.314.046),3.321.560,,-8314046.0,3321560.0
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Chênh lệch số tiền thực thu từ hoạt động > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,,(217.861),-,,-217861.0,
Tăng các khoản cho vay khách hàng,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(49.294.445),(47.484.011),,-49294445.0,-47484011.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Chênh lệch số tiền thực thu từ hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(1.829.425),(278.925),,-1829425.0,-278925.0
Tăng khác về tài sản hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(6.744.179),(2.828.550),,-6744179.0,-2828550.0
Những thay đổi về nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,64.169.165,22.037.870,,64169165.0,22037870.0
Tăng các khoản nợ NHNN Việt Nam,Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản nợ NHNN Việt Nam,Tăng các khoản nợ NHNN Việt Nam,,9.378.464,379.217,,9378464.0,379217.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","Chênh lệch số tiền thực thu từ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,12.024.746,7.322.080,,12024746.0,7322080.0
Tăng tiền gửi của khách hàng,Chênh lệch số tiền thực thu từ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,28.191.744,48.503,,28191744.0,48503.0
Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Chênh lệch số tiền thực thu từ hoạt động > Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,127.680,,,127680.0
Tăng phát hành giấy tờ có giá,Chênh lệch số tiền thực thu từ hoạt động > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,4.728.128,7.624.351,,4728128.0,7624351.0
Tăng khác về nợ phải trả hoạt động,Chênh lệch số tiền thực thu từ hoạt động > Tăng khác về nợ phải trả hoạt động,Tăng khác về nợ phải trả hoạt động,,9.852.595,6.542.242,,9852595.0,6542242.0
Chi từ các quỹ của Ngân hàng,Chênh lệch số tiền thực thu từ hoạt động > Chi từ các quỹ của Ngân hàng,Chi từ các quỹ của Ngân hàng,20.2,(6.512),(6.203),202.0,-6512.0,-6203.0
Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Chênh lệch số tiền thực thu từ hoạt động > Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,16.036.081,(11.984.625),,16036081.0,-11984625.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm tài sản cố định,Chênh lệch số tiền thực thu từ hoạt động > LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ Mua sắm tài sản cố định,,(1.086.520),(589.824),,-1086520.0,-589824.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","Chênh lệch số tiền thực thu từ hoạt động > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,2.373.791,345.040,,2373791.0,345040.0
"Tiền (chi)/thu đầu tư, góp vốn vào các đơn vị khác","Chênh lệch số tiền thực thu từ hoạt động > Tiền (chi)/thu đầu tư, góp vốn vào các đơn vị khác","Tiền (chi)/thu đầu tư, góp vốn vào các đơn vị khác",,(218.528),176.019,,-218528.0,176019.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Chênh lệch số tiền thực thu từ hoạt động > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,256.820,1.591,,256820.0,1591.0
Tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Chênh lệch số tiền thực thu từ hoạt động > Tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,1.325.563,(67.174),,1325563.0,-67174.0
