row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải trả nội bộ,Phải trả nội bộ,Phải trả nội bộ,3.249.015,2.557.123,3249015.0,2557123.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,1.645.328,1.323.264,1645328.0,1323264.0
Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),1.550.540,1.160.121,1550540.0,1160121.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,53.147,73.738,53147.0,73738.0
Phải trả bên ngoài,Phải trả bên ngoài,Phải trả bên ngoài,22.727.607,13.011.043,22727607.0,13011043.0
Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,15.719.558,8.636.682,15719558.0,8636682.0
Thu chỉ hộ giữa các tổ chức tín dụng,Thu chỉ hộ giữa các tổ chức tín dụng,Thu chỉ hộ giữa các tổ chức tín dụng,2.923.166,921.272,2923166.0,921272.0
Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,Phải trả liên quan đến hoạt động thể,1.867.410,1.101.806,1867410.0,1101806.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,722.233,134.884,722233.0,134884.0
Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,357.747,582.587,357747.0,582587.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,302.290,324.768,302290.0,324768.0
Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,314.756,591.600,314756.0,591600.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,137.466,81.448,137466.0,81448.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,19.994,84.735,19994.0,84735.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,8.578,8.751,8578.0,8751.0
Quỹ Phát triển Khoa học và Công nghệ (ii),Quỹ Phát triển Khoa học và Công nghệ (ii),Quỹ Phát triển Khoa học và Công nghệ (ii),4.039,4.039,4039.0,4039.0
Các khoản phải trả trong nghiệp vụ xử lý nợ,Các khoản phải trả trong nghiệp vụ xử lý nợ,Các khoản phải trả trong nghiệp vụ xử lý nợ,16,299.745,16.0,299745.0
Khác,Khác,Khác,350.354,238.726,350354.0,238726.0
,,,25.976.622,15.568.166,25976622.0,15568166.0
