row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Vốn đầu tưXDCB vàmua sắmTSCĐTriệu đồng,Thặng dưvớncổ phầnTriệu đồng,Vốn khácTriệu đồng,Quỹdự phòngtài chínhTriệu đồng,Quỹ dự trữbổ sungvốn điều lệTriệu đồng,Quỹ đầu tưphát triểnTriệu đồng,Chênh lệchty giáhối đoáiTriệu đồng,Lợi nhuậnchưaphân phốiTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Vốn đầu tưXDCB vàmua sắmTSCĐTriệu đồng,numeric__Thặng dưvớncổ phầnTriệu đồng,numeric__Vốn khácTriệu đồng,numeric__Quỹdự phòngtài chínhTriệu đồng,numeric__Quỹ dự trữbổ sungvốn điều lệTriệu đồng,numeric__Quỹ đầu tưphát triểnTriệu đồng,numeric__Chênh lệchty giáhối đoáiTriệu đồng,numeric__Lợi nhuậnchưaphân phốiTriệu đồng,numeric__Tổng cộngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,18.852.157,1.121,1.747.651,653,2.088.480,1.221.754,83.479,118.046,9.587.124,33.700.465,18852157.0,1121.0,1747651.0,653.0,2088480.0,1221754.0,83479.0,118046.0,9587124.0,33700465.0
Lợi nhuận thuàntrong năm,Lợi nhuận thuàntrong năm,Lợi nhuận thuàntrong năm,-,-,-,-,-,-,-,-,4.704.580,4.704.580,,,,,,,,,4704580.0,4704580.0
Trích lập các quỹcho năm trước,Trích lập các quỹcho năm trước,Trích lập các quỹcho năm trước,-,-,-,-,327.350,172.289,-,-,(499.639),-,,,,,327350.0,172289.0,,,-499639.0,
"Trích lập Quỹ khenthường, phúc lợi","Trích lập Quỹ khenthường, phúc lợi","Trích lập Quỹ khenthường, phúc lợi",-,-,-,-,-,-,-,-,(396.931),(396.931),,,,,,,,,-396931.0,-396931.0
Số cuối năm,Số cuối năm,Số cuối năm,18.852.157,1.121,1.747.651,653,2.415.830,1.394.043,83.479,118.046,13.395.134,38.008.114,18852157.0,1121.0,1747651.0,653.0,2415830.0,1394043.0,83479.0,118046.0,13395134.0,38008114.0
