row_label_raw,row_label_full,col_0,1/1/2022 > Giá trị ghi sổ và số có khả năng trả nợ VND,1/1/2022 > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Chênh lệch tỷ giá VND,31/12/2022 > Giá trị ghi sổ và số có khả năng trả nợ VND,numeric__1/1/2022 > Giá trị ghi sổ và số có khả năng trả nợ VND,numeric__1/1/2022 > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Chênh lệch tỷ giá VND,numeric__31/12/2022 > Giá trị ghi sổ và số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,13.875.157.201.472,95.560.633.468.696,(96.116.557.304.340),(4.447.959.403),13.314.785.406.425,13875157201472.0,95560633468696.0,-96116557304340.0,-4447959403.0,13314785406425.0
Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),350.030.930.173,450.168.257.738,(526.562.774.178),1.327.263.000,274.963.676.733,350030930173.0,450168257738.0,-526562774178.0,1327263000.0,274963676733.0
,,,14.225.188.131.645,96.010.801.726.434,(96.643.120.078.518),(3.120.696.403),13.589.749.083.158,14225188131645.0,96010801726434.0,-96643120078518.0,-3120696403.0,13589749083158.0
