row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Hoạt động chính,31/12/2022,31/12/2022_1,1/1/2022,1/1/2022_1,numeric__Tên công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2022,numeric__31/12/2022_1,numeric__1/1/2022,numeric__1/1/2022_1
STT,STT,STT,Tên công ty,Địa chỉ,Hoạt động chính,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,,,,,,,
38,STT > 38,38,Công ty Xăng dầu Quảng Bình,Quảng Bình,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
39,STT > 39,39,Công ty Xăng dầu Tuyên Quang,Tuyên Quang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
40,STT > 40,40,Công ty Xăng dầu Đồng Nai,Đồng Nai,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
41,STT > 41,41,Công ty Xăng dầu Tây Ninh,Tây Ninh,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
42,STT > 42,42,Công ty Xăng dầu Lào Cai,Lào Cai,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
43,STT > 43,43,Công ty Xăng dầu Bến Tre,Bến Tre,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
44,STT > 44,44,Công ty TNHH MTV Xăng dầu An Giang,An Giang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
45,STT > 45,45,Công ty Xăng dầu Hà Bắc,Bắc Giang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
46,STT > 46,46,Công ty Xăng dầu Lâm Đồng,Lâm Đồng,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
47,STT > 47,47,Công ty Xăng dầu Sông Bé – Công ty TNHH MTV,Bình Dương,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
48,STT > 48,48,Công ty Xăng dầu Điện Biên,Điện Biên,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
49,STT > 49,49,Công ty Xăng dầu Cao Bằng,Cao Bằng,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
50,STT > 50,50,Công ty TNHH MTV Xăng dầu Quảng Ngãi,Quảng Ngãi,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
51,STT > 51,51,Công ty TNHH MTV Xăng dầu Trà Vinh,Trà Vinh,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
52,STT > 52,52,Công ty Xăng dầu Đồng Tháp,Đồng Tháp,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
53,STT > 53,53,Công ty Xăng dầu Yên Bái,Yên Bái,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
54,STT > 54,54,Công ty Xăng dầu Lai Châu,Lai Châu,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
55,STT > 55,55,Công ty Xăng dầu Thái Bình,Thái Bình,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
56,STT > 56,56,Công ty Xăng dầu Hà Giang,Hà Giang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
