row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2022VND,2021VND,,
"Các công ty liên doanh, liên kết","Các công ty liên doanh, liên kết","Các công ty liên doanh, liên kết","Các công ty liên doanh, liên kết","Các công ty liên doanh, liên kết",,
Công ty TNHH Castrol BP-PETCO Việt Nam,Công ty TNHH Castrol BP-PETCO Việt Nam,Công ty TNHH Castrol BP-PETCO Việt Nam,Công ty TNHH Castrol BP-PETCO Việt Nam,Công ty TNHH Castrol BP-PETCO Việt Nam,,
Cổ tức được chia,Công ty TNHH Castrol BP-PETCO Việt Nam > Cổ tức được chia,Cổ tức được chia,540.610.332.547,368.824.834.994,540610332547.0,368824834994.0
Mua hàng hóa,Công ty TNHH Castrol BP-PETCO Việt Nam > Mua hàng hóa,Mua hàng hóa,47.651.132.535,15.535.411.104,47651132535.0,15535411104.0
Ngân hàng TMCP Xăng dầu Petrolimex,Ngân hàng TMCP Xăng dầu Petrolimex,Ngân hàng TMCP Xăng dầu Petrolimex,Ngân hàng TMCP Xăng dầu Petrolimex,Ngân hàng TMCP Xăng dầu Petrolimex,,
Mua ngoại tệ,Ngân hàng TMCP Xăng dầu Petrolimex > Mua ngoại tệ,Mua ngoại tệ,15.319.023.602.560,4.863.635.012.652,15319023602560.0,4863635012652.0
Nhận gốc vay,Ngân hàng TMCP Xăng dầu Petrolimex > Nhận gốc vay,Nhận gốc vay,3.087.241.972.579,3.761.921.651.766,3087241972579.0,3761921651766.0
Trả gốc vay,Ngân hàng TMCP Xăng dầu Petrolimex > Trả gốc vay,Trả gốc vay,2.157.138.600.970,2.849.853.254.213,2157138600970.0,2849853254213.0
Chi phí lãi vay,Ngân hàng TMCP Xăng dầu Petrolimex > Chi phí lãi vay,Chi phí lãi vay,54.200.198.358,71.401.950.273,54200198358.0,71401950273.0
Lãi tiền gửi,Ngân hàng TMCP Xăng dầu Petrolimex > Lãi tiền gửi,Lãi tiền gửi,85.539.325.646,48.324.397.260,85539325646.0,48324397260.0
Thu phí dịch vụ quản lý và bảo hành,Ngân hàng TMCP Xăng dầu Petrolimex > Thu phí dịch vụ quản lý và bảo hành,Thu phí dịch vụ quản lý và bảo hành,-,15.109.795.050,,15109795050.0
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,,
Mua dịch vụ,Tổng Công ty Cổ phần Bảo hiểm Petrolimex > Mua dịch vụ,Mua dịch vụ,638.054.308.822,458.470.181.000,638054308822.0,458470181000.0
Cổ tức được chia,Tổng Công ty Cổ phần Bảo hiểm Petrolimex > Cổ tức được chia,Cổ tức được chia,68.115.600.000,29.970.864.000,68115600000.0,29970864000.0
Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,,
"Bán hàng hóa, dịch vụ","Công ty Cổ phần Cơ khí Xăng dầu > Bán hàng hóa, dịch vụ","Bán hàng hóa, dịch vụ",1.026.076.487.709,492.701.062.297,1026076487709.0,492701062297.0
Cổ tức được chia,Công ty Cổ phần Cơ khí Xăng dầu > Cổ tức được chia,Cổ tức được chia,7.979.704.800,7.314.729.400,7979704800.0,7314729400.0
Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),,
Thù lao,Hội đồng Quản trị (8 thành viên) > Thù lao,Thù lao,7.391.287.332,7.167.047.689,7391287332.0,7167047689.0
Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,,
Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),,
Tiền lương,Hội đồng Quản trị (6 thành viên) > Tiền lương,Tiền lương,6.221.086.639,6.191.095.009,6221086639.0,6191095009.0
Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),,
Thù lao và tiền lương,Ban Kiểm soát và Kế toán trưởng (6 thành viên) > Thù lao và tiền lương,Thù lao và tiền lương,4.865.267.906,4.605.870.610,4865267906.0,4605870610.0
