row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2022,1/1/2022,,,,
1,STT > 1,1,Công ty CP Đầu tư Khoáng sản An Thông,"Thăm dò, khai thác, tuyển luyện, chế biến, xuất nhập khẩu khoáng sản nói chung trong đó chủ yếu là quặng sắt.","99,958%","99,958%",,,0.99958,0.99958
2,STT > 2,2,Công ty CP Thép Hòa Phát Hải Dương,"Sản xuất thép, gang, khai thác quặng sắt, khai thác và thu gom than non; bán buôn kim loại và quặng kim loại; và sản xuất, mua bán than cốc.","99,997%","99,997%",,,0.99997,0.99997
3,STT > 3,3,Công ty CP Thép Hòa Phát Dung Quất,"Sản xuất sắt, thép, gang, khai thác quặng sắt; bán buôn kim loại và quặng kim loại; sản xuất mua bán than cốc và các ngành nghề liên quan khác.","99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
4,STT > 4,4,Công ty TNHH Thép Hòa Phát Hưng Yên,"Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.","99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
5,STT > 5,5,Công ty CP Vận tải biển Hòa Phát (ii),"Vận tải hàng hóa ven biển, đường thủy nội địa và viễn dương.","99,518%","99,517%",,,0.99518,0.99517
6,STT > 6,6,Công ty CP Đầu tư nước ngoài Hòa Phát (trước đây là Công ty CP Khoáng sản Bắc Úc) (ii),"Khai thác quặng sắt, khai thác kim loại khác không chứa sắt, sản xuất kim loại màu và kim loại quý.","99,971%","99,969%",,,0.99971,0.99969
7,STT > 7,7,Công ty TNHH Ông thép Hòa Phát,Sản xuất và kinh doanh thương mại ống thép.,"99,969%","99,960%",,,0.99969,0.9995999999999999
8,STT > 8,8,Công ty TNHH Tôn Hòa Phát,"Sản xuất và kinh doanh các loại tôn mạ kẽm, tôn mạ màu và tôn mạ lạnh.","99,994%","99,994%",,,0.99994,0.99994
9,STT > 9,9,Công ty TNHH Điện lạnh Hòa Phát (iii),Sản xuất và kinh doanh thương mại sản phẩm điện lạnh.,"99,734%","99,827%",,,0.9973399999999999,0.99827
10,STT > 10,10,Công ty TNHH Chế tạo Kim loại Hòa Phát,Sản xuất thiết bị xây dựng; kinh doanh thương mại máy móc và thiết bị xây dựng và khai thác khoáng sản loại nhỏ và vừa.,"99,910%","99,910%",,,0.9991,0.9991
11,STT > 11,11,Công ty CP Sản xuất Container Hòa Phát,Sản xuất và kinh doanh Container.,"99,794%","99,794%",,,0.9979399999999999,0.9979399999999999
12,STT > 12,12,Công ty TNHH Thương mại Hòa Phát,"Chăn nuôi trâu, bò; hoạt động dịch vụ trồng trọt, chăn nuôi và sau thu hoạch.","99,916%","99,899%",,,0.9991599999999999,0.99899
13,STT > 13,13,Công ty CP Phát triển Chăn nuôi Hòa Phát,"Chăn nuôi, cung cấp heo giống, heo thịt.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
14,STT > 14,14,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,"Sản xuất, buôn bán thức ăn và nguyên liệu làm thức ăn gia súc, gia cầm và thủy sản.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
