row_label_raw,row_label_full,STT,Công ty con cấp 3,Hoạt động chính,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 3,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 3,Hoạt động chính,31/12/2022,1/1/2022,,,,
1,STT > 1,1,Công ty TNHH MTV Bình Vàng,"Khai thác quặng sắt, khai thác kim loại khác không chứa sắt, sản xuất kim loại màu và kim loại quý, khai thác quặng kim loại quý hiểm.","99,958%","99,958%",,,0.99958,0.99958
2,STT > 2,2,Công ty CP Khoáng sản Hòa Phát Mitraco,"Khai thác và sản xuất quặng sắt, bô xít và các kim loại quý hiểm; bán buôn kim loại và quặng kim loại.","98,379%","98,379%",,,0.98379,0.98379
3,STT > 3,3,Công ty CP Năng lượng Hòa Phát,"Sản xuất và bán buôn than cốc, khai thác và thu gom than cứng; sản xuất sản phẩm dầu mỏ tinh chế; bán buôn kim loại và quặng kim loại; và buôn bán than luyện cốc và than các loại.","99,887%","99,887%",,,0.99887,0.99887
4,STT > 4,4,Công ty CP Hợp kim sắt Hòa Phát Dung Quát,"Sản xuất sắt, thép, gang.","99,988%","99,985%",,,0.99988,0.99985
5,STT > 5,5,Công ty CP Ông thép Hòa Phát Dung Quát,"Sản xuất sắt, thép, gang.","99,985%","99,985%",,,0.99985,0.99985
6,STT > 6,6,Công ty CP Tôn Hòa Phát Dung Quát,"Sản xuất sắt, thép, gang.","99,988%","99,988%",,,0.99988,0.99988
7,STT > 7,7,Hoa Phat Trading International Pte Ltd.,"Kinh doanh thương mại sắt, thép, gang.","99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
8,STT > 8,8,Công ty CP Cảng Tổng hợp Hòa Phát,Dịch vụ hỗ trợ trực tiếp cho vận tải đường thủy.,"99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
9,STT > 9,9,Công ty TNHH Harmonia,Dịch vụ khách sạn.,"99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
10,STT > 10,10,Công ty TNHH MTV Hòa Phát Bình Định,"Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.","99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
11,STT > 11,11,Công ty TNHH Thương mại Dịch vụ Nhơn Trạch,Kho bãi và lưu giữ hàng hóa; bốc xếp hàng hóa.,"99,968%","99,968%",,,0.99968,0.99968
12,STT > 12,12,Dragon Resource Investment Pty Ltd.,"Xuất, nhập khẩu, mua bán, phân phối hàng hóa; hoạt động vận tải, đại lý vận tải.","99,971%","99,969%",,,0.99971,0.99969
13,STT > 13,13,Công ty TNHH Thép Cán người Hòa Phát,Sản xuất sản phẩm thép cán người.,"99,969%","99,960%",,,0.99969,0.9995999999999999
14,STT > 14,14,Công ty TNHH MTV Ông thép Hòa Phát Bình Dương,Sản xuất và kinh doanh thương mại ống thép.,"99,969%","99,960%",,,0.99969,0.9995999999999999
