row_label_raw,row_label_full,STT,Công ty con cấp 4,Hoạt động chính,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 4,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 4,Hoạt động chính,31/12/2022,1/1/2022,,,,
1,STT > 1,1,Công ty CP Đầu tư và Dịch vụ Hà Nội,"Hoạt động thể thao, giải trí, tennis, cầu lông, bida, boi, thể dục thể hình, games, bắt động sản.","95,197%","95,016%",,,0.95197,0.95016
2,STT > 2,2,Công ty CP Vận tải và Dịch vụ Thương mại Hà Nội,"Vận tải hàng hóa bằng ô tô, vận tải khách liên tỉnh bằng ô tô, sửa chữa máy móc, thiết bị, dịch vụ lữ hành nội địa, đại lý kinh doanh xăng dầu, dịch vụ đại lý vận tải và dịch vụ trống giữ xe ô tô, văn phòng, kho bãi và bắt động sản.","99,826%","99,637%",,,0.9982599999999999,0.99637
3,STT > 3,3,"Northern Territory Iron Ore Pty Ltd,","Thăm dò, khai thác khoáng sản.","99,971%","99,969%",,,0.99971,0.99969
4,STT > 4,4,Công ty CP Phát triển đô thị Mỹ Hào (v),"Kinh doanh bắt động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,826%",0%,,,0.9982599999999999,0.0
STT,STT,STT,Công ty con cấp 5,Hoạt động chính,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn,,,,
STT,STT,STT,Công ty con cấp 5,Hoạt động chính,31/12/2022,1/1/2022,,,,
1,STT > 1,1,Công ty TNHH Kinh doanh Dịch vụ Bảo vệ Hà Nội,Dịch vụ bảo vệ.,"95,197%","95,016%",,,0.95197,0.95016
