row_label_raw,row_label_full,STT,Công ty con cấp 3,Hoạt động chính,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 3,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 3,Hoạt động chính,31/12/2022,1/1/2022,,,,
27,STT > 27,27,Công ty TNHH Thức ăn chăn nuôi Hòa Phát Phú Thọ,Sản xuất thức ăn chăn nuôi.,"99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
28,STT > 28,28,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","72,659%","72,647%",,,0.7265900000000001,0.7264700000000001
29,STT > 29,29,Công ty TNHH Chăn nuôi Việt Hùng,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","99,916%","99,899%",,,0.9991599999999999,0.99899
30,STT > 30,30,Công ty TNHH Chăn nuôi Đồng Phát,"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.","99,916%","99,899%",,,0.9991599999999999,0.99899
31,STT > 31,31,Dragon Trading and Investment Pty Ltd.,"Xuất, nhập khẩu, mua bán, phân phối gia súc, gia cầm, sản phẩm nông nghiệp khác, quặng, than, sắt thép.","99,916%","99,899%",,,0.9991599999999999,0.99899
32,STT > 32,32,Công ty TNHH MTV Gia cầm Hòa Phát Đồng Nai,"Chăn nuôi gia cầm, chăn nuôi khác.","99,916%","99,899%",,,0.9991599999999999,0.99899
33,STT > 33,33,Công ty TNHH Chăn nuôi Thái Thụy,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
34,STT > 34,34,Công ty TNHH Chăn nuôi Lạc Thủy,"Chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
35,STT > 35,35,Công ty TNHH MTV Chăn nuôi Hòa Yên,"Chăn nuôi lợn, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
36,STT > 36,36,Công ty TNHH Chăn nuôi Sơn Động,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.","99,974%","99,974%",,,0.9997400000000001,0.9997400000000001
37,STT > 37,37,Công ty TNHH Chăn nuôi Hòa Phước,Chăn nuôi heo giống và heo thịt.,"99,972%","99,972%",,,0.9997199999999999,0.9997199999999999
38,STT > 38,38,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,"Chăn nuôi gia cầm, chăn nuôi khác.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
