row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2022,1/1/2022,,,,
15,STT > 15,15,Công ty TNHH Gia cầm Hòa Phát,Chăn nuôi gia cầm.,"99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
16,STT > 16,16,Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,"Xây dựng dân dụng; xây dựng công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà, văn phòng; đầu tư và xây đồng bộ hạ tầng kỹ thuật.","99,936%","99,746%",,,0.99936,0.9974599999999999
17,STT > 17,17,Công ty CP Phát triển Bất động sản Hòa Phát Sài Gòn,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,867%","99,800%",,,0.9986700000000001,0.998
18,STT > 18,18,Công ty CP Phát triển Bất động sản Hòa Phát Hà Nội,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,930%","99,800%",,,0.9993000000000001,0.998
19,STT > 19,19,Công ty TNHH Đầu tư phát triển Thành phố mới (iv),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,967%",0%,,,0.99967,0.0
20,STT > 20,20,Công ty CP phát triển đô thị Hòa Phát Yên Mỹ (v),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, kinh doanh bất động sản.","99,867%",0%,,,0.9986700000000001,0.0
21,STT > 21,21,Công ty CP phát triển hạ tầng khu công nghiệp Đồng Phúc (v),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,867%",0%,,,0.9986700000000001,0.0
22,STT > 22,22,Công ty CP phát triển đô thị Hòa Phát Bắc Giang (v),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,867%",0%,,,0.9986700000000001,0.0
23,STT > 23,23,Công ty CP Điện máy Gia dụng Hòa Phát Hà Nam,"Đầu tư, sản xuất, kinh doanh các sản phẩm điện máy, gia dụng.","99,800%","99,800%",,,0.998,0.998
24,STT > 24,24,Công ty CP Điện lạnh Hòa Phát Phú Mỹ,"Sản xuất tủ đông, tủ mát.","99,800%","99,764%",,,0.998,0.99764
