row_label_raw,row_label_full,col_0,Sô cuối năm,Sô đầu năm,numeric__Sô cuối năm,numeric__Sô đầu năm
Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,1.080.330.030.000,1.080.330.030.000,1080330030000.0,1080330030000.0
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,290.643.200.000,290.643.200.000,290643200000.0,290643200000.0
Cộng,Cộng,Cộng,1.370.973.230.000,1.370.973.230.000,1370973230000.0,1370973230000.0
