row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.994.702.399.459,1.352.493.907.236,1.0,,1994702399459.0,1352493907236.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,21.483.284.471,56.144.436.786,2.0,,21483284471.0,56144436786.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.973.219.114.988,1.296.349.470.450,10.0,,1973219114988.0,1296349470450.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.3,1.327.256.343.886,877.651.627.117,11.0,,1327256343886.0,877651627117.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,645.962.771.102,418.697.843.333,20.0,,645962771102.0,418697843333.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.4,11.303.534.178,49.790.387.314,21.0,,11303534178.0,49790387314.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.5,130.938.404.250,76.733.017.247,22.0,,130938404250.0,76733017247.0
Trong đó: chi phí lãi vay,Trong đó: chi phí lãi vay,Trong đó: chi phí lãi vay,23,,72.794.957.781,34.144.011.575,23.0,,72794957781.0,34144011575.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,VI.6,31.609.505.169,35.368.850.309,25.0,,31609505169.0,35368850309.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,VI.7,31.836.686.206,26.054.122.199,26.0,,31836686206.0,26054122199.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,462.881.709.655,330.332.240.892,30.0,,462881709655.0,330332240892.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,VI.8,24.201.398.435,21.109.695.404,31.0,,24201398435.0,21109695404.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,VI.9,16.875.383.726,13.506.556.795,32.0,,16875383726.0,13506556795.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,7.326.014.709,7.603.138.609,40.0,,7326014709.0,7603138609.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,470.207.724.364,337.935.379.501,50.0,,470207724364.0,337935379501.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.16,84.227.997.954,50.326.418.830,51.0,,84227997954.0,50326418830.0
16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,385.979.726.410,287.608.960.671,60.0,,385979726410.0,287608960671.0
18. Lãi cơ bản trên cổ phiếu,18. Lãi cơ bản trên cổ phiếu,18. Lãi cơ bản trên cổ phiếu,70,VI.10,-,-,70.0,,,
19. Lãi suy giảm trên cổ phiếu,19. Lãi suy giảm trên cổ phiếu,19. Lãi suy giảm trên cổ phiếu,71,VI.10,-,-,71.0,,,
