row_label_raw,row_label_full,Số đầu năm,Năm nay > 3.586.734.914,Năm trước > 2.019.088.741,numeric__Năm nay > 3.586.734.914,numeric__Năm trước > 2.019.088.741
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,13.418.420.033,10.662.772.222,13418420033.0,10662772222.0
Chi quỹ,Chi quỹ,Chi quỹ,(7.198.250.074),(9.095.126.049),-7198250074.0,-9095126049.0
Số cuối năm,Số cuối năm,Số cuối năm,9.806.904.873,3.586.734.914,9806904873.0,3586734914.0
