row_label_raw,row_label_full,Lợi nhuận trước thuế,01,313.893.464.225,24.041.915.276,337.935.379.501,numeric__01,numeric__313.893.464.225,numeric__24.041.915.276,numeric__337.935.379.501
Khấu hao tài sản cố định và bắt động sản đầu tư,Khấu hao tài sản cố định và bắt động sản đầu tư,Khấu hao tài sản cố định và bắt động sản đầu tư,02,37.572.951.037,1.232.314.215,38.805.265.252,2.0,37572951037.0,1232314215.0,38805265252.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,06,56.196.620.478,(22.052.608.903),34.144.011.575,6.0,56196620478.0,-22052608903.0,34144011575.0
"Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,97.263.439.524,(3.585.433.378),93.678.006.146,9.0,97263439524.0,-3585433378.0,93678006146.0
"Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,450.101.811.520,(18.286.351.595),431.815.459.925,10.0,450101811520.0,-18286351595.0,431815459925.0
"Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,4.812.376.092,(3.402.444.518),1.409.931.574,12.0,4812376092.0,-3402444518.0,1409931574.0
Tiền lãi vay đã trả,Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(165.277.522.979),22.052.608.903,(143.224.914.076),14.0,-165277522979.0,22052608903.0,-143224914076.0
