row_label_raw,row_label_full,Số đầu năm,Năm nay > -,Năm trước > -,numeric__Năm nay > -,numeric__Năm trước > -
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,2.156.092.975,-,2156092975.0,
Số cuối năm,Số cuối năm,Số cuối năm,2.156.092.975,-,2156092975.0,
