row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,4.499.972.582.279,5.648.906.188.052,,300.0,,4499972582279.0,5648906188052.0
I.,I.,I.,Nợ ngắn hạn,310,,3.121.256.950.346,4.976.672.614.853,,310.0,,3121256950346.0,4976672614853.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,861.599.527.177,1.976.026.543.522,,311.0,,861599527177.0,1976026543522.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,7.191.277.555,23.414.032.135,,312.0,,7191277555.0,23414032135.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,77.432.768.951,107.502.731.407,,313.0,,77432768951.0,107502731407.0
4.,4.,4.,Phải trả người lao động,314,V.17,2.109.751.896,2.195.636.211,,314.0,,2109751896.0,2195636211.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,V.18,441.649.840.635,374.263.497.478,,315.0,,441649840635.0,374263497478.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.19a,938.686.643.721,1.158.373.078.812,,318.0,,938686643721.0,1158373078812.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.20a,264.623.599.343,831.676.363.736,,319.0,,264623599343.0,831676363736.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.21a,518.156.636.195,499.633.996.638,,320.0,,518156636195.0,499633996638.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.22,9.806.904.873,3.586.734.914,,322.0,,9806904873.0,3586734914.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,1.378.715.631.933,672.233.573.199,,330.0,,1378715631933.0,672233573199.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,207.174.848.000,244.674.848.000,,331.0,,207174848000.0,244674848000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.19b,748.102.783.933,412.310.725.199,,336.0,,748102783933.0,412310725199.0
7.,7.,7.,Phải trả dài hạn khác,337,V.20b,248.000.000,248.000.000,,337.0,,248000000.0,248000000.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.21b,423.190.000.000,15.000.000.000,,338.0,,423190000000.0,15000000000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
