row_label_raw,row_label_full,Giá vốn hàng bán,11,875.633.832.112,2.017.795.005,877.651.627.117,numeric__11,numeric__875.633.832.112,numeric__2.017.795.005,numeric__877.651.627.117
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,98.785.626.150,(22.052.608.903),76.733.017.247,22.0,98785626150.0,-22052608903.0,76733017247.0
- Trong đó: chi phí lãi vay,- Trong đó: chi phí lãi vay,- Trong đó: chi phí lãi vay,23,56.196.620.478,(22.052.608.903),34.144.011.575,23.0,56196620478.0,-22052608903.0,34144011575.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,35.790.518.309,(421.668.000),35.368.850.309,25.0,35790518309.0,-421668000.0,35368850309.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,17.524.262.026,3.585.433.378,21.109.695.404,31.0,17524262026.0,3585433378.0,21109695404.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,50,313.893.464.225,24.041.915.276,337.935.379.501,50.0,313893464225.0,24041915276.0,337935379501.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,45.525.063.575,4.801.355.255,50.326.418.830,51.0,45525063575.0,4801355255.0,50326418830.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,268.368.400.650,19.240.560.021,287.608.960.671,60.0,268368400650.0,19240560021.0,287608960671.0
