row_label_raw,row_label_full,col_0,Mã số,Số liệu trước điều chỉnh,Các điều chỉnh,Số liệu sau điều chỉnh,numeric__Mã số,numeric__Số liệu trước điều chỉnh,numeric__Các điều chỉnh,numeric__Số liệu sau điều chỉnh
Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,,,,
Phải thu ngắn hạn khác,Băng cân đối kế toán > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,31.380.666.518,3.585.433.378,34.966.099.896,136.0,31380666518.0,3585433378.0,34966099896.0
Hàng tồn kho,Băng cân đối kế toán > Hàng tồn kho,Hàng tồn kho,141,4.774.377.349.844,17.759.266.595,4.792.136.616.439,141.0,4774377349844.0,17759266595.0,4792136616439.0
Tài sản cố định hữu hình,Băng cân đối kế toán > Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,511.469.632.754,7.821.086.358,519.290.719.112,221.0,511469632754.0,7821086358.0,519290719112.0
- Nguyên giá,Băng cân đối kế toán > - Nguyên giá,- Nguyên giá,222,926.946.153.608,9.088.539.573,936.034.693.181,222.0,926946153608.0,9088539573.0,936034693181.0
- Giá trị hao mòn lũy kế,Băng cân đối kế toán > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,(415.476.520.854),(1.267.453.215),(416.743.974.069),223.0,-415476520854.0,-1267453215.0,-416743974069.0
Đầu tư vào công ty con,Băng cân đối kế toán > Đầu tư vào công ty con,Đầu tư vào công ty con,251,17.377.481.005,4.162.826.677,21.540.307.682,251.0,17377481005.0,4162826677.0,21540307682.0
Chi phí trả trước dài hạn,Băng cân đối kế toán > Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,10.519.103.861,(2.229.576.096),8.289.527.765,261.0,10519103861.0,-2229576096.0,8289527765.0
Thuế và các khoản phải nộp Nhà nước,Băng cân đối kế toán > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,102.115.489.360,5.387.242.047,107.502.731.407,313.0,102115489360.0,5387242047.0,107502731407.0
Lợi nhuận sau thuế chưa phân phối,Băng cân đối kế toán > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,325.509.216.501,25.711.794.865,351.221.011.366,421.0,325509216501.0,25711794865.0,351221011366.0
