row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2020 triệu đồng,Năm 2019 triệu đồng,numeric__Thuyết minh,numeric__Năm 2020 triệu đồng,numeric__Năm 2019 triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,,32.836.478(12.272.703),30.956.510(11.511.295),,,
"Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,3.575.553,3.185.837,,3575553.0,3185837.0
Thu nhập khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập khác,Thu nhập khác,,1.607.374,1.276.978,,1607374.0,1276978.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",32,75.057,162.295,32.0,75057.0,162295.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,1.599.755,1.937.102,,1599755.0,1937102.0
Tiền thuế thu nhập thực nộp trong năm,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,36.1,(10.057.337)(2.037.888),(9.207.742)(1.812.234),361.0,,
Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,15.326.289,14.987.451,,15326289.0,14987451.0
Những thay đổi về tài sản hoạt động(Giảm)/tăng các khoản tiền gửi và cho vay các tổ chức tin dụng khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Những thay đổi về tài sản hoạt động(Giảm)/tăng các khoản tiền gửi và cho vay các tổ chức tin dụng khác,Những thay đổi về tài sản hoạt động(Giảm)/tăng các khoản tiền gửi và cho vay các tổ chức tin dụng khác,,(73.097.886),(55.042.168),,-73097886.0,-55042168.0
Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,4.598.359(16.134.144),(672.364)(12.443.909),,,
Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các khoản về kinh doanh chứng khoán > Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,,(22.270),(14.836),,-22270.0,-14836.0
Tăng các khoản cho vay khách hàng,Tăng các khoản về kinh doanh chứng khoán > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(47.966.360),(35.644.665),,-47966360.0,-35644665.0
