row_label_raw,row_label_full,Số dư đầu năm,Năm 2020triệu đồng > 12.097,Năm 2019triệu đồng > 16.656,numeric__Năm 2020triệu đồng > 12.097,numeric__Năm 2019triệu đồng > 16.656
Các khoản chênh lệch tạm thời tỉnh thuế,Các khoản chênh lệch tạm thời tỉnh thuế,Các khoản chênh lệch tạm thời tỉnh thuế,(37.230),(22.795),-37230.0,-22795.0
Thuế suất tính thuế hoãn lại trong năm hiện hành,Thuế suất tính thuế hoãn lại trong năm hiện hành,Thuế suất tính thuế hoãn lại trong năm hiện hành,20%,20%,0.2,0.2
Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Thu nhập thuế TNDN hoãn lại phát sinh trong năm,(7.446),(4.559),-7446.0,-4559.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.651,12.097,4651.0,12097.0
