row_label_raw,row_label_full,col_0,312/12/2020triệu đồng,31/12/2019triệu đồng,numeric__312/12/2020triệu đồng,numeric__31/12/2019triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,96.775.364,82.723.727,96775364.0,82723727.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,52.591.750,47.873.313,52591750.0,47873313.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,19.384.853,22.694.379,19384853.0,22694379.0
Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,24.798.761,12.156.035,24798761.0,12156035.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,-,-,,
Cổ phiếu do các TCKT trong nước phát hành,Cổ phiếu do các TCKT trong nước phát hành,Cổ phiếu do các TCKT trong nước phát hành,-,-,,
Dự phòng rủi ro chứng khoán sãn sàng để bán,Cổ phiếu do các TCKT trong nước phát hành > Dự phòng rủi ro chứng khoán sãn sàng để bán,Dự phòng rủi ro chứng khoán sãn sàng để bán,(376.977),(190.540),-376977.0,-190540.0
Dự phòng giảm giá,Cổ phiếu do các TCKT trong nước phát hành > Dự phòng giảm giá,Dự phòng giảm giá,(74.461),-,-74461.0,
Dự phòng chung,Cổ phiếu do các TCKT trong nước phát hành > Dự phòng chung,Dự phòng chung,(302.516),(190.540),-302516.0,-190540.0
,,,96.398.387,82.533.187,96398387.0,82533187.0
