row_label_raw,row_label_full,col_0,Tổng nợ cho vay triệu đồng,Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,Cam kết ngoại bảng triệu đồng,Công cụ tài chính phải sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay triệu đồng,numeric__Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,numeric__Cam kết ngoại bảng triệu đồng,numeric__Công cụ tài chính phải sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,294.952.731,63.957.436,425.164.981,37.106,103.212.179,294952731.0,63957436.0,425164981.0,37106.0,103212179.0
Nước ngoài,Nước ngoài,Nước ngoài,3.344.252,1.227.872,198.001,-,39.456,3344252.0,1227872.0,198001.0,,39456.0
,,,298.296.983,65.185.308,425.362.982,37.106,103.251.635,298296983.0,65185308.0,425362982.0,37106.0,103251635.0
