row_label_raw,row_label_full,"Số lượng cán bộ, công nhân viên bình quân trong năm (người)",Năm 2020 > 15.208,Năm 2019 > 15.198,numeric__Năm 2020 > 15.208,numeric__Năm 2019 > 15.198
"Tổng thu nhập của cán bộ, công nhân viên (triệu đồng)","Tổng thu nhập của cán bộ, công nhân viên (triệu đồng)","Tổng thu nhập của cán bộ, công nhân viên (triệu đồng)",5.279.517,5.324.112,5279517.0,5324112.0
Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),"28,93","29,19",28.93,29.19
