row_label_raw,row_label_full,col_0,31/12/2020triệu đồng,31/12/2019triệu đồng,numeric__31/12/2020triệu đồng,numeric__31/12/2019triệu đồng
"Tiền, vàng gửi không kỳ han","Tiền, vàng gửi không kỳ han","Tiền, vàng gửi không kỳ han",115.194.453,92.352.406,115194453.0,92352406.0
- Bằng VND,- Bằng VND,- Bằng VND,97.975.293,74.073.605,97975293.0,74073605.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,17.219.160,18.278.801,17219160.0,18278801.0
Tiền gửi có kỳ han,Tiền gửi có kỳ han,Tiền gửi có kỳ han,183.647.782,168.050.891,183647782.0,168050891.0
- Bằng VND,- Bằng VND,- Bằng VND,179.173.089,163.196.059,179173089.0,163196059.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.474.693,4.854.832,4474693.0,4854832.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,5.049.715,4.665.836,5049715.0,4665836.0
- Bằng VND,- Bằng VND,- Bằng VND,4.524.749,3.880.974,4524749.0,3880974.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,524.966,784.862,524966.0,784862.0
Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,7.068.404,7.640.379,7068404.0,7640379.0
- Bằng VND,- Bằng VND,- Bằng VND,3.631.600,3.790.685,3631600.0,3790685.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.436.804,3.849.694,3436804.0,3849694.0
,,,310.960.354,272.709.512,310960354.0,272709512.0
