row_label_raw,row_label_full,col_0,31/12/2020triệu đồng,31/12/2019triệu đồng,numeric__31/12/2020triệu đồng,numeric__31/12/2019triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,2.814.550,682.395,2814550.0,682395.0
"Chứng khoán do Chính phủ, chính quyền địa phương phát hành","Chứng khoán do Chính phủ, chính quyền địa phương phát hành","Chứng khoán do Chính phủ, chính quyền địa phương phát hành",765.492,104.409,765492.0,104409.0
Chứng khoán do các TCTD khác trong nước phát hành,Chứng khoán do các TCTD khác trong nước phát hành,Chứng khoán do các TCTD khác trong nước phát hành,1.360.871,-,1360871.0,
Chứng khoán do các TCKT trong nước phát hành,Chứng khoán do các TCKT trong nước phát hành,Chứng khoán do các TCKT trong nước phát hành,688.187,577.986,688187.0,577986.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,287.480,514.492,287480.0,514492.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,22.247,42.135,22247.0,42135.0
Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,265.233,472.357,265233.0,472357.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(16.803),(29.078),-16803.0,-29078.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,-,-,,
Dự phòng chung,Dự phòng giảm giá > Dự phòng chung,Dự phòng chung,(16.803),(29.078),-16803.0,-29078.0
,,,3.085.227,1.167.809,3085227.0,1167809.0
