row_label_raw,row_label_full,col_0,Năm 2020triệu đồng,Năm 2019triệu đồng,numeric__Năm 2020triệu đồng,numeric__Năm 2019triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,8.228.173,6.420.580,8228173.0,6420580.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,882.549,851.025,882549.0,851025.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,16.499,18.871,16499.0,18871.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,443.191,324.446,443191.0,324446.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,5.849.863,4.202.006,5849863.0,4202006.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,28.867,40.727,28867.0,40727.0
"Thu từ xử lý nợ, thẩm định giả và khai thác tài sản","Thu từ xử lý nợ, thẩm định giả và khai thác tài sản","Thu từ xử lý nợ, thẩm định giả và khai thác tài sản",261.826,277.949,261826.0,277949.0
Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,350.101,250.188,350101.0,250188.0
Thu phí khác,Thu phí khác,Thu phí khác,395.277,455.368,395277.0,455368.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(4.652.620),(3.234.743),-4652620.0,-3234743.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(66.584),(83.751),-66584.0,-83751.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(10.720),(10.223),-10720.0,-10223.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(205),(3),-205.0,-3.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(1.377.927),(885.667),-1377927.0,-885667.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(11.008),(6.767),-11008.0,-6767.0
Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,(2.662.436),(1.736.796),-2662436.0,-1736796.0
"Chi về xử lý nợ, thẩm định giả và khai thác tài sản","Chi về xử lý nợ, thẩm định giả và khai thác tài sản","Chi về xử lý nợ, thẩm định giả và khai thác tài sản",(148.050),(180.129),-148050.0,-180129.0
Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,(64.953),(45.218),-64953.0,-45218.0
Chi khác,Chi khác,Chi khác,(310.737),(286.189),-310737.0,-286189.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.575.553,3.185.837,3575553.0,3185837.0
