row_label_raw,row_label_full,col_0,Dư phòngchungtriệu đồng,Dư phòngcu thểtriệu đồng,Tổng côngtriệu đồng,numeric__Dư phòngchungtriệu đồng,numeric__Dư phòngcu thểtriệu đồng,numeric__Tổng côngtriệu đồng
Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,1.792.344,1.408.569,3.200.913,1792344.0,1408569.0,3200913.0
Trích lập trong năm (Thuyết minh số 35),Trích lập trong năm (Thuyết minh số 35),Trích lập trong năm (Thuyết minh số 35),356.060,5.783.026,6.139.086,356060.0,5783026.0,6139086.0
Xử lý rủi ro tin dung trong năm,Xử lý rủi ro tin dung trong năm,Xử lý rủi ro tin dung trong năm,-,(4.980.200),(4.980.200),,-4980200.0,-4980200.0
Điều chính theo kết quả kiểm toán năm trước tai các chi nhánh nước ngoài,Điều chính theo kết quả kiểm toán năm trước tai các chi nhánh nước ngoài,Điều chính theo kết quả kiểm toán năm trước tai các chi nhánh nước ngoài,-,(4.538),(4.538),,-4538.0,-4538.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(166),(876),(1.042),-166.0,-876.0,-1042.0
Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,2.148.238,2.205.981,4.354.219,2148238.0,2205981.0,4354219.0
