row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2020 triệu đồng,Năm 2019 triệu đồng,numeric__Thuyết minh,numeric__Năm 2020 triệu đồng,numeric__Năm 2019 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tư,Thu nhập lãi và các khoản thu nhập tương tư,Thu nhập lãi và các khoản thu nhập tương tư,,32.767.393,31.196.604,,32767393.0,31196604.0
Chi phí lãi và các chi phí tương tư,Chi phí lãi và các chi phí tương tư,Chi phí lãi và các chi phí tương tư,,(12.489.598),(13.196.607),,-12489598.0,-13196607.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,27,20.277.795,17.999.997,27.0,20277795.0,17999997.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,8.228.173,6.420.580,,8228173.0,6420580.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(4.652.620),(3.234.743),,-4652620.0,-3234743.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,28,3.575.553,3.185.837,28.0,3575553.0,3185837.0
Lãi thuần từ hoạt động kinh doanh ngoại hồi,Lãi thuần từ hoạt động kinh doanh ngoại hồi,Lãi thuần từ hoạt động kinh doanh ngoại hồi,29,785.809,647.478,29.0,785809.0,647478.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,30,85.086,27.480,30.0,85086.0,27480.0
Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,31,865.869,612.031,31.0,865869.0,612031.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,2.808.825,2.528.554,,2808825.0,2528554.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(1.129.275),(429.156),,-1129275.0,-429156.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,32,1.679.550,2.099.398,32.0,1679550.0,2099398.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",33,92.511,78.227,33.0,92511.0,78227.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,27.362.173,24.650.448,,27362173.0,24650448.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,34,(10.555.457),(9.723.706),34.0,-10555457.0,-9723706.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro,,16.806.716,14.926.742,,16806716.0,14926742.0
Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,35,(6.118.440),(4.890.623),35.0,-6118440.0,-4890623.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,10.688.276,10.036.119,,10688276.0,10036119.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,36.1,(2.089.420),(1.959.995),361.0,-2089420.0,-1959995.0
Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,,7.183,(7.520),,7183.0,-7520.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(2.082.237),(1.967.515),,-2082237.0,-1967515.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,8.606.039,8.068.604,,8606039.0,8068604.0
Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,343.380,245.831,,343380.0,245831.0
Lợi nhuận ròng trong năm,Lợi nhuận ròng trong năm,Lợi nhuận ròng trong năm,,8.262.659,7.822.773,,8262659.0,7822773.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),37,2.993,2.758,37.0,2993.0,2758.0
