row_label_raw,row_label_full,col_0,31/12/2020triệu đồng,31/12/2019(phân loại lai)triệu đồng,numeric__31/12/2020triệu đồng,numeric__31/12/2019(phân loại lai)triệu đồng
Bất đông sản,Bất đông sản,Bất đông sản,338.549.573,274.345.045,338549573.0,274345045.0
Đông sản,Đông sản,Đông sản,90.973.730,72.236.020,90973730.0,72236020.0
Giấy tờ có giả,Giấy tờ có giả,Giấy tờ có giả,58.497.630,29.618.596,58497630.0,29618596.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,356.878.625,304.350.315,356878625.0,304350315.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,173.518.546,100.625.643,173518546.0,100625643.0
,,,1.018.418.104,781.175.619,1018418104.0,781175619.0
