row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2020 triệu đồng,31/12/2019 triệu đồng,numeric__Thuyết minh,numeric__31/12/2020 triệu đồng,numeric__31/12/2019 triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,19,15.383,16.836,19.0,15383.0,16836.0
Tiền gửi và vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tin dụng khác,Tiền gửi và vay các tổ chức tin dụng khác,,50.876.472,50.314.052,,50876472.0,50314052.0
Tiền gửi của các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi của các tổ chức tin dụng khác,Tiền gửi của các tổ chức tin dụng khác,20.1,24.984.148,29.550.155,201.0,24984148.0,29550155.0
Vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Vay các tổ chức tin dụng khác,Vay các tổ chức tin dụng khác,20.2,25.892.324,20.763.897,202.0,25892324.0,20763897.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,21,310.960.354,272.709.512,21.0,310960354.0,272709512.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính,NỘ PHẢI TRẢ > Các công cụ tài chính phải sinh và các khoản nợ tài chính,Các công cụ tài chính phải sinh và các khoản nợ tài chính,9,-,-,9.0,,
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",22,207.341,302.126,22.0,207341.0,302126.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,23,50.923.563,26.288.629,23.0,50923563.0,26288629.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,31.899.554,21.970.606,,31899554.0,21970606.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,4.765.744,4.598.544,,4765744.0,4598544.0
Thuế TNDN hoãn lại phải trả,NỘ PHẢI TRẢ > Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,36.3,4.651,12.097,363.0,4651.0,12097.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,24,27.129.159,17.359.965,24.0,27129159.0,17359965.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,444.882.667,371.601.761,,444882667.0,371601761.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn của tổ chức tin dụng,VỐN CHỦ SỞ HỮU > Vốn của tổ chức tin dụng,Vốn của tổ chức tin dụng,,28.725.680,22.718.445,,28725680.0,22718445.0
- Vốn điều lệ,VỐN CHỦ SỞ HỮU > - Vốn điều lệ,- Vốn điều lệ,,27.987.569,23.727.323,,27987569.0,23727323.0
- Thắng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > - Thắng dư vốn cổ phần,- Thắng dư vốn cổ phần,,1.177.563,-,,1177563.0,
- Cổ phiếu quỹ,VỐN CHỦ SỞ HỮU > - Cổ phiếu quỹ,- Cổ phiếu quỹ,,(564.397),(1.036.712),,-564397.0,-1036712.0
- Vốn khác,VỐN CHỦ SỞ HỮU > - Vốn khác,- Vốn khác,,124.945,27.834,,124945.0,27834.0
Quỹ của Tổ chức tin dụng,VỐN CHỦ SỞ HỮU > Quỹ của Tổ chức tin dụng,Quỹ của Tổ chức tin dụng,,6.224.836,4.936.914,,6224836.0,4936914.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,12.955.988,10.342.490,,12955988.0,10342490.0
Lợi ích của cổ đông không kiểm soát,VỐN CHỦ SỞ HỮU > Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,2.192.991,1.887.965,,2192991.0,1887965.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,26,50.099.495,39.885.814,26.0,50099495.0,39885814.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,494.982.162,411.487.575,,494982162.0,411487575.0
