row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2020 triệu đồng,31/12/2019 triệu đồng,numeric__Thuyết minh,numeric__31/12/2020 triệu đồng,numeric__31/12/2019 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,3.109.230,2.344.291,5.0,3109230.0,2344291.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,17.296.506,14.347.180,6.0,17296506.0,14347180.0
Tiền gửi và cho vay các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tin dụng khác,Tiền gửi và cho vay các tổ chức tin dụng khác,7,47.888.802,39.691.364,7.0,47888802.0,39691364.0
Tiền gửi tại các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tin dụng khác,Tiền gửi tại các tổ chức tin dụng khác,,41.939.499,29.338.805,,41939499.0,29338805.0
Cho vay các tổ chức tin dụng khác,TÀI SẢN > Cho vay các tổ chức tin dụng khác,Cho vay các tổ chức tin dụng khác,,5.949.303,10.548.559,,5949303.0,10548559.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,,-,(196.000),,,-196000.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,3.085.227,1.167.809,8.0,3085227.0,1167809.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,3.102.030,1.196.887,,3102030.0,1196887.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(16.803),(29.078),,-16803.0,-29078.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,37.106,14.836,9.0,37106.0,14836.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,293.942.764,247.129.710,,293942764.0,247129710.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,298.296.983,250.330.623,10.0,298296983.0,250330623.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(4.354.219),(3.200.913),11.0,-4354219.0,-3200913.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,99.713.646,85.628.999,,99713646.0,85628999.0
Chứng khoán đầu tư sản sáng để bản,TÀI SẢN > Chứng khoán đầu tư sản sáng để bản,Chứng khoán đầu tư sản sáng để bản,12.1,96.775.364,82.723.727,121.0,96775364.0,82723727.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,3.374.241,3.196.877,122.0,3374241.0,3196877.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.4,(435.959),(291.605),124.0,-435959.0,-291605.0
"Gộp vốn, đầu tư dài hạn","TÀI SẢN > Gộp vốn, đầu tư dài hạn","Gộp vốn, đầu tư dài hạn",13,885.231,887.017,13.0,885231.0,887017.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,1.026.562,1.037.453,,1026562.0,1037453.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(141.331),(150.436),,-141331.0,-150436.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,4.310.919,2.798.062,,4310919.0,2798062.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,3.088.524,1.642.003,14.0,3088524.0,1642003.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,5.387.069,3.585.813,,5387069.0,3585813.0
Khẩu hao lũy kế,TÀI SẢN > Khẩu hao lũy kế,Khẩu hao lũy kế,,(2.298.545),(1.943.810),,-2298545.0,-1943810.0
