row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2020 triệu đồng,31/12/2019 triệu đồng,numeric__Thuyết minh,numeric__31/12/2020 triệu đồng,numeric__31/12/2019 triệu đồng
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15,1.222.395,1.156.059,15.0,1222395.0,1156059.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,2.277.564,1.980.168,,2277564.0,1980168.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(1.055.169),(824.109),,-1055169.0,-824109.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,16,247.898,30.813,16.0,247898.0,30813.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,249.674,30.813,,249674.0,30813.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(1.776),-,,-1776.0,
Tài sản cố khác,TÀI SẢN > Tài sản cố khác,Tài sản cố khác,,24.464.833,17.447.494,,24464833.0,17447494.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,17.1,18.445.213,11.471.145,171.0,18445213.0,11471145.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,3.782.321,3.771.711,,3782321.0,3771711.0
Tài sản thuê thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuê thu nhập doanh nghiệp hoãn lại,Tài sản thuê thu nhập doanh nghiệp hoãn lại,36.2,3.436,3.699,362.0,3436.0,3699.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17.2,2.280.224,2.475.062,172.0,2280224.0,2475062.0
- Trong đó: Lợi thế thương mại,TÀI SẢN > - Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,18,47.613,57.135,18.0,47613.0,57135.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,17.3,(46.361),(274.123),173.0,-46361.0,-274123.0
TỔNG TÀI SẢN CÓ,TÀI SẢN > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,494.982.162,411.487.575,,494982162.0,411487575.0
