row_label_raw,row_label_full,col_0,Năm 2020triệu đồng,Năm 2019triệu đồng,numeric__Năm 2020triệu đồng,numeric__Năm 2019triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,10.688.276,10.036.119,10688276.0,10036119.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(57.940),(78.227),-57940.0,-78227.0
- Lãi thuần của các chi nhánh nước ngoài,Điều chỉnh cho các khoản > - Lãi thuần của các chi nhánh nước ngoài,- Lãi thuần của các chi nhánh nước ngoài,(92.288),(48.528),-92288.0,-48528.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,57.981,58.193,57981.0,58193.0
- Điều chỉnh khác,Điều chỉnh cho các khoản > - Điều chỉnh khác,- Điều chỉnh khác,(6.219),(52.511),-6219.0,-52511.0
- Lỗ lũy kế được chuyển trong năm của công ty con,Điều chỉnh cho các khoản > - Lỗ lũy kế được chuyển trong năm của công ty con,- Lỗ lũy kế được chuyển trong năm của công ty con,(247.197),(204.841),-247197.0,-204841.0
- Lợi nhuận tính thuế của các công ty con,Điều chỉnh cho các khoản > - Lợi nhuận tính thuế của các công ty con,- Lợi nhuận tính thuế của các công ty con,(1.164.798),(835.170),-1164798.0,-835170.0
- Các bút toán điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản > - Các bút toán điều chỉnh hợp nhất không chịu thuế,- Các bút toán điều chỉnh hợp nhất không chịu thuế,17.290,14.912,17290.0,14912.0
Thu nhập chịu thuế uốc tinh trong năm tại Việt Nam,Điều chỉnh cho các khoản > Thu nhập chịu thuế uốc tinh trong năm tại Việt Nam,Thu nhập chịu thuế uốc tinh trong năm tại Việt Nam,9.195.105,8.889.947,9195105.0,8889947.0
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Điều chỉnh cho các khoản > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),1.839.021,1.777.989,1839021.0,1777989.0
Thuế TNDN của chi nhánh nước ngoài,Điều chỉnh cho các khoản > Thuế TNDN của chi nhánh nước ngoài,Thuế TNDN của chi nhánh nước ngoài,19.032,11.355,19032.0,11355.0
Thuế TNDN của các công ty con,Điều chỉnh cho các khoản > Thuế TNDN của các công ty con,Thuế TNDN của các công ty con,231.367,170.240,231367.0,170240.0
Thuế TNDN truy thu của các công ty con,Điều chỉnh cho các khoản > Thuế TNDN truy thu của các công ty con,Thuế TNDN truy thu của các công ty con,-,411,,411.0
Chi phí thuế TNDN trong năm,Điều chỉnh cho các khoản > Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,2.089.420,1.959.995,2089420.0,1959995.0
Thuế TNDN phải trả đầu năm,Điều chỉnh cho các khoản > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,495.839,333.714,495839.0,333714.0
Thuế TNDN đã trả trong năm,Điều chỉnh cho các khoản > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.037.888),(1.812.234),-2037888.0,-1812234.0
Điều chỉnh theo Thanh tra thuế,Điều chỉnh cho các khoản > Điều chỉnh theo Thanh tra thuế,Điều chỉnh theo Thanh tra thuế,-,7.138,,7138.0
Hoán thuế tại MB AMC,Điều chỉnh cho các khoản > Hoán thuế tại MB AMC,Hoán thuế tại MB AMC,-,7.059,,7059.0
Điều chỉnh kiểm toán của các công ty con và chi nhánh nước ngoài,Điều chỉnh cho các khoản > Điều chỉnh kiểm toán của các công ty con và chi nhánh nước ngoài,Điều chỉnh kiểm toán của các công ty con và chi nhánh nước ngoài,(3.799),83,-3799.0,83.0
Chênh lệch tỷ giá hồi đoái,Điều chỉnh cho các khoản > Chênh lệch tỷ giá hồi đoái,Chênh lệch tỷ giá hồi đoái,(215),84,-215.0,84.0
Thuế TNDN phải trả cuối năm,Điều chỉnh cho các khoản > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,543.357,495.839,543357.0,495839.0
