row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,10.006.749.212,6.386.925.378,10006749212.0,6386925378.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,60.875.582.714,468.953.144.527,60875582714.0,468953144527.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),699.032.851.728,517.674.510,699032851728.0,517674510.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,769.915.183.654,475.857.744.415,769915183654.0,475857744415.0
