row_label_raw,row_label_full,Hệ thống cấp nước và xử lý nước thải thuộcKhu công nghiệp Nam Sơn Hạp Lĩnh,Số cuối năm > 78.851.668.712,Đơn vị tính: VND > Số đầu năm > -,numeric__Số cuối năm > 78.851.668.712,numeric__Đơn vị tính: VND > Số đầu năm > -
Khu công nghiệp Quế Võ mở rộng,Khu công nghiệp Quế Võ mở rộng,Khu công nghiệp Quế Võ mở rộng,-,4.721.134.625,,4721134625.0
Nhà máy Nhiệt điện Bắc Giang,Nhà máy Nhiệt điện Bắc Giang,Nhà máy Nhiệt điện Bắc Giang,3.116.503.893,3.116.503.893,3116503893.0,3116503893.0
Khu Ngoại giao đoàn Hà Nội,Khu Ngoại giao đoàn Hà Nội,Khu Ngoại giao đoàn Hà Nội,1.355.116.818,1.355.116.818,1355116818.0,1355116818.0
Khu công nghiệp Quế Võ hiện hữu,Khu công nghiệp Quế Võ hiện hữu,Khu công nghiệp Quế Võ hiện hữu,1.367.714.545,-,1367714545.0,
Dự án khác,Dự án khác,Dự án khác,3.326.950.550,2.594.739.000,3326950550.0,2594739000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,88.017.954.518,11.787.494.336,88017954518.0,11787494336.0
