row_label_raw,row_label_full,Bên liên quan > Vay ngắn hạn (Thuyết minh số 20),Nội dung nghiệp vụ > Vay ngắn hạn (Thuyết minh số 20),Số cuối năm > Vay ngắn hạn (Thuyết minh số 20),Đơn vị tính: VND Số đầu năm > Vay ngắn hạn (Thuyết minh số 20),numeric__Nội dung nghiệp vụ > Vay ngắn hạn (Thuyết minh số 20),numeric__Số cuối năm > Vay ngắn hạn (Thuyết minh số 20),numeric__Đơn vị tính: VND Số đầu năm > Vay ngắn hạn (Thuyết minh số 20)
Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu công nghệ cao Sài Gòn (i),Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu công nghệ cao Sài Gòn (i),Công ty Cổ phần Đầu tư và Phát triển Hạ tầng Khu công nghệ cao Sài Gòn (i),Vay ngắn hạn,30.000.000.000,-,,30000000000.0,
Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (ii),Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (ii),Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (ii),Vay ngắn hạn,63.888.427.042,-,,63888427042.0,
,,,,93.888.427.042,-,,93888427042.0,
Vay dài hạn (Thuyết minh số 20),Vay dài hạn (Thuyết minh số 20),Vay dài hạn (Thuyết minh số 20),Vay dài hạn (Thuyết minh số 20),Vay dài hạn (Thuyết minh số 20),Vay dài hạn (Thuyết minh số 20),,,
Công ty Cổ phần Khu Công nghiệp Sài Gòn – Bắc Giang (iii),Vay dài hạn (Thuyết minh số 20) > Công ty Cổ phần Khu Công nghiệp Sài Gòn – Bắc Giang (iii),Công ty Cổ phần Khu Công nghiệp Sài Gòn – Bắc Giang (iii),Vay dài hạn,849.663.636.364,1.121.270.710.252,,849663636364.0,1121270710252.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (iv),Vay dài hạn (Thuyết minh số 20) > Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (iv),Công ty Cổ phần Khu Công nghiệp Sài Gòn - Hải Phòng (iv),Vay dài hạn,311.000.000.000,374.888.427.042,,311000000000.0,374888427042.0
Công ty Cổ phần Tập đoàn Đầu tư Phát triển Hưng Yên (v),Vay dài hạn (Thuyết minh số 20) > Công ty Cổ phần Tập đoàn Đầu tư Phát triển Hưng Yên (v),Công ty Cổ phần Tập đoàn Đầu tư Phát triển Hưng Yên (v),Vay dài hạn,180.000.000.000,-,,180000000000.0,
Công ty Cổ phần Đầu tư và Phát triển hạ tầng Khu công nghệ cao Sài Gòn,Vay dài hạn (Thuyết minh số 20) > Công ty Cổ phần Đầu tư và Phát triển hạ tầng Khu công nghệ cao Sài Gòn,Công ty Cổ phần Đầu tư và Phát triển hạ tầng Khu công nghệ cao Sài Gòn,Vay dài hạn,-,30.000.000.000,,,30000000000.0
,,,,1.340.663.636.364,1.526.159.137.294,,1340663636364.0,1526159137294.0
