row_label_raw,row_label_full,col_0,Đầu kỳ,Tăng trong kỳ,Giảm trong kỳ,Tăng do hợp nhất,Ảnh hưởng do chuyển đổi BC,Cuối kỳ,numeric__Đầu kỳ,numeric__Tăng trong kỳ,numeric__Giảm trong kỳ,numeric__Tăng do hợp nhất,numeric__Ảnh hưởng do chuyển đổi BC,numeric__Cuối kỳ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,102.787.138.318,797.619.630.059,808.528.940.912,102.494.167.230,3.267.057.486,197.639.052.181,102787138318.0,797619630059.0,808528940912.0,102494167230.0,3267057486.0,197639052181.0
- Ngân hàng TMCP Công thương Việt Nam_CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam_CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam_CN Gia Lai,35.260.000.000,80.976.000.000,83.273.000.000,,,32.963.000.000,35260000000.0,80976000000.0,83273000000.0,,,32963000000.0
- Ngân hàng Đầu tư & Phát triển Việt Nam_CN Gia Lai,- Ngân hàng Đầu tư & Phát triển Việt Nam_CN Gia Lai,- Ngân hàng Đầu tư & Phát triển Việt Nam_CN Gia Lai,51.042.138.318,522.903.426.115,560.865.349.040,,,13.080.215.393,51042138318.0,522903426115.0,560865349040.0,,,13080215393.0
- Ngân hàng TMCP Ngoại thương Việt Nam_CN Gia Lai,- Ngân hàng TMCP Ngoại thương Việt Nam_CN Gia Lai,- Ngân hàng TMCP Ngoại thương Việt Nam_CN Gia Lai,11.335.000.000,48.735.000.000,21.570.000.000,,,38.500.000.000,11335000000.0,48735000000.0,21570000000.0,,,38500000000.0
- Ngân hàng Eximbank_CN Tân Sơn Nhất,- Ngân hàng Eximbank_CN Tân Sơn Nhất,- Ngân hàng Eximbank_CN Tân Sơn Nhất,4.500.000.000,8.000.000.000,8.500.000.000,,,4.000.000.000,4500000000.0,8000000000.0,8500000000.0,,,4000000000.0
- Ngân hàng Standard Chartered Bank (HK) Ltd - USD,- Ngân hàng Standard Chartered Bank (HK) Ltd - USD,- Ngân hàng Standard Chartered Bank (HK) Ltd - USD,-,-,-,22.512.000.000,712.000.000,23.224.000.000,,,,22512000000.0,712000000.0,23224000000.0
- Ngân hàng Standard Chartered Bank (HK) Ltd - HKD,- Ngân hàng Standard Chartered Bank (HK) Ltd - HKD,- Ngân hàng Standard Chartered Bank (HK) Ltd - HKD,-,134.815.203.944,132.460.591.872,79.982.167.230,2.555.057.486,84.891.836.788,,134815203944.0,132460591872.0,79982167230.0,2555057486.0,84891836788.0
- Vay các đối tượng khác,- Vay các đối tượng khác,- Vay các đối tượng khác,650.000.000,2.190.000.000,1.860.000.000,,,980.000.000,650000000.0,2190000000.0,1860000000.0,,,980000000.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,45.550.100.000,118.398.436.614,45.450.034.800,,,118.498.501.814,45550100000.0,118398436614.0,45450034800.0,,,118498501814.0
- Ngân hàng TMCP Công thương Việt Nam_CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam_CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam_CN Gia Lai,2.000.000.000,8.000.000.000,2.000.000.000,,,8.000.000.000,2000000000.0,8000000000.0,2000000000.0,,,8000000000.0
- Ngân hàng Đầu tư & Phát triển Việt Nam_CN Gia Lai,- Ngân hàng Đầu tư & Phát triển Việt Nam_CN Gia Lai,- Ngân hàng Đầu tư & Phát triển Việt Nam_CN Gia Lai,39.180.000.000,80.200.000.000,39.180.000.000,,,80.200.000.000,39180000000.0,80200000000.0,39180000000.0,,,80200000000.0
- Ngân hàng TMCP Kỹ thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Kỹ thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Kỹ thương Việt Nam - CN Gia Lai,162.500.000,150.000.000,162.500.000,,,150.000.000,162500000.0,150000000.0,162500000.0,,,150000000.0
- Ngân hàng TMCP Quốc Dân,- Ngân hàng TMCP Quốc Dân,- Ngân hàng TMCP Quốc Dân,1.287.600.000,1.629.130.000,1.429.210.000,,,1.487.520.000,1287600000.0,1629130000.0,1429210000.0,,,1487520000.0
- Ngân hàng TMCP Sài Gòn Thương Tín_CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín_CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín_CN Gia Lai,2.800.000.000,3.500.000.000,2.558.324.800,,,3.741.675.200,2800000000.0,3500000000.0,2558324800.0,,,3741675200.0
- Ngân hàng TMCP Sài Gòn Thương Tín_CN HCM,- Ngân hàng TMCP Sài Gòn Thương Tín_CN HCM,- Ngân hàng TMCP Sài Gòn Thương Tín_CN HCM,-,24.799.306.614,-,,,24.799.306.614,,24799306614.0,,,,24799306614.0
- Ngân hàng HD Bank - CN Đắk Lắk,- Ngân hàng HD Bank - CN Đắk Lắk,- Ngân hàng HD Bank - CN Đắk Lắk,120.000.000,120.000.000,120.000.000,,,120.000.000,120000000.0,120000000.0,120000000.0,,,120000000.0
Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,404.500.000,-,24.900.000,,,379.600.000,404500000.0,,24900000.0,,,379600000.0
Tiền mượn,Tiền mượn,Tiền mượn,103.190.041.542,86.680.198.030,188.642.078.472,,,1.228.161.100,103190041542.0,86680198030.0,188642078472.0,,,1228161100.0
- Đỗ Thành Nhân,- Đỗ Thành Nhân,- Đỗ Thành Nhân,40.975.000.000,-,40.975.000.000,,,-,40975000000.0,,40975000000.0,,,
