row_label_raw,row_label_full,Báo cáo kết quả HĐKD,Năm 2014 (Trình bày lại) > Mã số,Năm 2014 (Trình bày lại) > Số tiền,Năm 2014 (Trình bày lại) > Mã số_1,Năm 2014 > Số tiền,Năm 2014 > Chênh lệch,Năm 2014 > Ghi chú,numeric__Năm 2014 (Trình bày lại) > Mã số,numeric__Năm 2014 (Trình bày lại) > Số tiền,numeric__Năm 2014 (Trình bày lại) > Mã số_1,numeric__Năm 2014 > Số tiền,numeric__Năm 2014 > Chênh lệch,numeric__Năm 2014 > Ghi chú
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,7.172.215.253,31,7.194.942.526,(22.727.273),(10),31.0,7172215253.0,31.0,7194942526.0,-22727273.0,-10.0
Chi phí khác,Chi phí khác,Chi phí khác,32,1.991.845.218,31,2.014.572.491,(22.727.273),(10),32.0,1991845218.0,31.0,2014572491.0,-22727273.0,-10.0
