row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2015,01/01/2015,numeric__Mối quan hệ,numeric__31/12/2015,numeric__01/01/2015
Cho vay,Cho vay,Cho vay,,90.902.287.437,152.940.375.637,,90902287437.0,152940375637.0
- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,Chung cổ đông lớn có ảnh hưởng đáng kể,90.902.287.437,67.100.375.637,,90902287437.0,67100375637.0
- Công ty Cổ phần Bamboo Capital Cho mượn,- Công ty Cổ phần Bamboo Capital Cho mượn,- Công ty Cổ phần Bamboo Capital Cho mượn,Chung TV HĐQT,-,85.840.000.000,,,85840000000.0
- Công ty Cổ phần Bamboo Capital Cho mượn,- Công ty Cổ phần Bamboo Capital Cho mượn,- Công ty Cổ phần Bamboo Capital Cho mượn,Chung TV HĐQT,9.620.063.657,7.200.016.990,,9620063657.0,7200016990.0
- Công ty CP Đầu tư và KD BĐS ĐLGL,- Công ty CP Đầu tư và KD BĐS ĐLGL,- Công ty CP Đầu tư và KD BĐS ĐLGL,Công ty nhận đầu tư,6.000.069.541,2.058.061.482,,6000069541.0,2058061482.0
- Công ty CP ĐT và PT Điện năng ĐLGL,- Công ty CP ĐT và PT Điện năng ĐLGL,- Công ty CP ĐT và PT Điện năng ĐLGL,Công ty nhận đầu tư,2.219.749.685,1.168.191.685,,2219749685.0,1168191685.0
- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,- Công ty TNHH KTKS Đức Sang Gia Lai,Công ty nhận đầu tư,-,1.193.600.000,,,1193600000.0
- Công ty CP Đầu tư xây dựng Nam Nguyên,- Công ty CP Đầu tư xây dựng Nam Nguyên,- Công ty CP Đầu tư xây dựng Nam Nguyên,Công ty nhận đầu tư,-,199.919.392,,,199919392.0
- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,- Công ty TNHH Đức Long Dung Quát,Chung cổ đông lớn có ảnh hưởng đáng kể,1.400.244.431,2.580.244.431,,1400244431.0,2580244431.0
Cộng,Cộng,Cộng,,100.522.351.094,160.140.392.627,,100522351094.0,160140392627.0
