row_label_raw,row_label_full,Tiền gửi có kỳ hạn còn lại không quá 12 tháng > - Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai (*) > - Ngân hàng Việt Nam Thịnh Vượng > - Ngân hàng TMCP Đầu tư & Phát triển Việt Nam - CN Gia Lai,31/12/2015 > Giá gốc > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 13.264.666.667 > 560.000.000.000 > -,31/12/2015 > Giá trị ghi số > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 13.264.666.667 > 560.000.000.000 > -,01/01/2015 > Giá gốc > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 10.000.000.000 > 300.000.000.000 > 30.000.000.000,01/01/2015 > Giá trị ghi số > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 10.000.000.000 > 300.000.000.000 > 30.000.000.000,numeric__31/12/2015 > Giá gốc > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 13.264.666.667 > 560.000.000.000 > -,numeric__31/12/2015 > Giá trị ghi số > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 13.264.666.667 > 560.000.000.000 > -,numeric__01/01/2015 > Giá gốc > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 10.000.000.000 > 300.000.000.000 > 30.000.000.000,numeric__01/01/2015 > Giá trị ghi số > Tiền gửi có kỳ hạn còn lại không quá 12 tháng > 10.000.000.000 > 300.000.000.000 > 30.000.000.000
Cộng,Cộng,Cộng,573.264.666.667,573.264.666.667,340.000.000.000,340.000.000.000,573264666667.0,573264666667.0,340000000000.0,340000000000.0
(*) Khoản tiền gửi này đang được thế chấp cho khoản vay ngắn hạn tại Ngân hàng TMCP Ngoại Thương Việt nam – Chi nhánh Gia Lai.a.2 Dài hạn,(*) Khoản tiền gửi này đang được thế chấp cho khoản vay ngắn hạn tại Ngân hàng TMCP Ngoại Thương Việt nam – Chi nhánh Gia Lai.a.2 Dài hạn,(*) Khoản tiền gửi này đang được thế chấp cho khoản vay ngắn hạn tại Ngân hàng TMCP Ngoại Thương Việt nam – Chi nhánh Gia Lai.a.2 Dài hạn,(*) Khoản tiền gửi này đang được thế chấp cho khoản vay ngắn hạn tại Ngân hàng TMCP Ngoại Thương Việt nam – Chi nhánh Gia Lai.a.2 Dài hạn,(*) Khoản tiền gửi này đang được thế chấp cho khoản vay ngắn hạn tại Ngân hàng TMCP Ngoại Thương Việt nam – Chi nhánh Gia Lai.a.2 Dài hạn,(*) Khoản tiền gửi này đang được thế chấp cho khoản vay ngắn hạn tại Ngân hàng TMCP Ngoại Thương Việt nam – Chi nhánh Gia Lai.a.2 Dài hạn,(*) Khoản tiền gửi này đang được thế chấp cho khoản vay ngắn hạn tại Ngân hàng TMCP Ngoại Thương Việt nam – Chi nhánh Gia Lai.a.2 Dài hạn,,,,
,,,31/12/2015,31/12/2015,01/01/2015,01/01/2015,,,,
,,,Giá gốc,Giá trị ghi số,Giá gốc,Giá trị ghi số,,,,
Tiền gửi có kỳ hạn còn lại trên 12 tháng,Tiền gửi có kỳ hạn còn lại trên 12 tháng,Tiền gửi có kỳ hạn còn lại trên 12 tháng,Tiền gửi có kỳ hạn còn lại trên 12 tháng,Tiền gửi có kỳ hạn còn lại trên 12 tháng,Tiền gửi có kỳ hạn còn lại trên 12 tháng,Tiền gửi có kỳ hạn còn lại trên 12 tháng,,,,
- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,Tiền gửi có kỳ hạn còn lại trên 12 tháng > - Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,-,-,3.000.000.000,3.000.000.000,,,3000000000.0,3000000000.0
- Ngân hàng TMCP Công Thương Việt Nam (*),Tiền gửi có kỳ hạn còn lại trên 12 tháng > - Ngân hàng TMCP Công Thương Việt Nam (*),- Ngân hàng TMCP Công Thương Việt Nam (*),1.400.000.000,1.400.000.000,1.400.000.000,1.400.000.000,1400000000.0,1400000000.0,1400000000.0,1400000000.0
Cộng,Tiền gửi có kỳ hạn còn lại trên 12 tháng > Cộng,Cộng,1.400.000.000,1.400.000.000,4.400.000.000,4.400.000.000,1400000000.0,1400000000.0,4400000000.0,4400000000.0
