row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2015 VND,Năm 2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2015 VND,numeric__Năm 2014 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,82.809.404.620,52.609.492.314,1.0,,82809404620.0,52609492314.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao TSCĐ,Điều chỉnh cho các khoản > Khấu hao TSCĐ,Khấu hao TSCĐ,02,,(13.653.806.767),11.006.030.027,2.0,,-13653806767.0,11006030027.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,516.761.952,5.274.073.294,3.0,,516761952.0,5274073294.0
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Điều chỉnh cho các khoản > Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,(1.135.421),(6.234.704),4.0,,-1135421.0,-6234704.0
"Lãi, lỗ từ hoạt động đầu tư","Điều chỉnh cho các khoản > Lãi, lỗ từ hoạt động đầu tư","Lãi, lỗ từ hoạt động đầu tư",05,,(104.302.257.013),(80.565.400.314),5.0,,-104302257013.0,-80565400314.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,162.207.084.144,101.318.290.886,6.0,,162207084144.0,101318290886.0
Lợi nhuận từ hd kd trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hd kd trước thay đổi vốn lưu động,Lợi nhuận từ hd kd trước thay đổi vốn lưu động,08,,127.576.051.515,89.636.251.503,8.0,,127576051515.0,89636251503.0
"Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,(52.505.789.139),(71.270.044.224),9.0,,-52505789139.0,-71270044224.0
"Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,14.091.662.642,(48.120.523.575),10.0,,14091662642.0,-48120523575.0
